id,prigozhin_id,datetime,from,to,text
1134,#1747,2023-06-03T16:01:27Z,01:20,01:26,"а после этого решить, как и когда мы будем мстить."
1133,#1746,2023-06-03T14:43:20Z,00:00,00:06,"Я с вами абсолютно согласен, все офицеры, которые имеют критическое мышление,"
1133,#1746,2023-06-03T14:43:20Z,00:06,00:13,"которые готовы выражать свое мнение и побеждать, их задвигают."
1133,#1746,2023-06-03T14:43:20Z,00:13,00:19,"Если они не занимаются лизоблюдством, это главная проблема нашей армии."
1133,#1746,2023-06-03T14:43:20Z,00:19,00:23,"Я считаю, что если мы говорим сегодня о средствах массовой информации,"
1133,#1746,2023-06-03T14:43:20Z,00:23,00:28,"то нужно просто говорить правду, то, что есть на самом деле."
1133,#1746,2023-06-03T14:43:20Z,00:28,00:34,"Не рассказывать грустные истории о том, что, например, с территории Белгородской области"
1133,#1746,2023-06-03T14:43:20Z,00:34,00:39,враг без оглядки бежал обратно в сторону Харькова.
1133,#1746,2023-06-03T14:43:20Z,00:39,00:46,"И если хоть какой-то квадратный метр Белгородской области перешел под контроль противника,"
1133,#1746,2023-06-03T14:43:20Z,00:46,00:54,"мы должны говорить о том, что это та русская земля, которая законодательно принадлежит России,"
1133,#1746,2023-06-03T14:43:20Z,00:54,00:57,и мы не имеем права ее отдавать.
1133,#1746,2023-06-03T14:43:20Z,00:57,01:06,"А если кто-то отдает ее безнаказанно, то он должен понести ответственность и соответствующее наказание."
1133,#1746,2023-06-03T14:43:20Z,01:06,01:12,"Поэтому мое мнение и мой совет нужно говорить то, что есть на самом деле."
1133,#1746,2023-06-03T14:43:20Z,01:12,01:23,"Не нужно дискредитировать армию, потому что армия - это бойцы, это солдаты, это российский дух и наша сила."
1133,#1746,2023-06-03T14:43:20Z,01:23,01:32,"А те, кто сегодня ее дискредитирует, управляя безграмотно, они как раз и наносят удар по этой армии."
1133,#1746,2023-06-03T14:43:20Z,01:32,01:43,"Поэтому правда о том, что происходит, максимальная мобилизация общества в рамках этой правды - это то, что необходимо делать."
1133,#1746,2023-06-03T14:43:20Z,01:43,01:45,Вот мое мнение для вас.
1132,#1745,2023-06-03T14:08:30Z,00:00,00:06,"ЧВК ""Вагнер"" никогда не конкурировала с российской армией."
1132,#1745,2023-06-03T14:08:30Z,00:06,00:14,"ЧВК ""Вагнер"", как относительно небольшая, но очень эффективная структура, борется за то,"
1132,#1745,2023-06-03T14:08:30Z,00:14,00:24,чтобы солдаты и офицеры армии могли с достоинством выполнять свою задачу по обороне страны.
1132,#1745,2023-06-03T14:08:30Z,00:24,00:38,"Поэтому ЧВК ""Вагнер"" идет вперед и хочет, чтобы армия получала все необходимые навыки и технологии, которые есть передовые, которые есть у ЧВК ""Вагнер""."
1132,#1745,2023-06-03T14:08:30Z,00:38,00:46,"Мы за то, чтобы армия становилась сильнее, лучше и более могущественной."
1132,#1745,2023-06-03T14:08:30Z,00:46,00:58,"Но при этом мы осознаем себе, что то, что происходит сегодня в армии, преступно армию разрушает."
1132,#1745,2023-06-03T14:08:30Z,00:58,01:10,"А это нынешнее руководство нашей армии и правила, которые они пытаются внедрить, которыми никогда российская армия не жила."
1132,#1745,2023-06-03T14:08:30Z,01:10,01:21,"Это лизоблюдство, чинопочитание, отсутствие личной ответственности и уничтожение людей с лидерскими качествами."
1130,#1744,2023-06-03T09:20:25Z,00:00,00:04.960,"В настоящий момент конфликт улажен и, собственно говоря,"
1130,#1744,2023-06-03T09:20:25Z,00:04.960,00:11,"я пообщался в тот же день, мне позвонил Рамзан, мы"
1130,#1744,2023-06-03T09:20:25Z,00:11,00:17.240,"с ним поговорили и договорились о том, что спускаем эту"
1130,#1744,2023-06-03T09:20:25Z,00:17.240,00:19.240,всю историю на тормоза.
1130,#1744,2023-06-03T09:20:25Z,00:19.240,00:23.560,"Значит, в чем я вижу суть проблемы?"
1130,#1744,2023-06-03T09:20:25Z,00:23.560,00:27.840,"Да, безусловно, высказывания, которые были, они достаточно"
1130,#1744,2023-06-03T09:20:25Z,00:27.840,00:32.360,"провокационные, там было понятно, что пытаются меня"
1130,#1744,2023-06-03T09:20:25Z,00:32.360,00:39.680,"задеть и вывести на риторику 90-х, так сказать, на стрелки,"
1130,#1744,2023-06-03T09:20:25Z,00:39.680,00:41.520,"приезжай, поговорим по-мужски."
1130,#1744,2023-06-03T09:20:25Z,00:41.520,00:48.200,В чем есть проблема?
1130,#1744,2023-06-03T09:20:25Z,00:48.200,00:50.360,Почему я молчал?
1130,#1744,2023-06-03T09:20:25Z,00:50.360,00:55.080,Любые межнациональные конфликты в России гасятся потом очень
1130,#1744,2023-06-03T09:20:25Z,00:55.080,00:56.080,долго.
1130,#1744,2023-06-03T09:20:25Z,00:56.080,00:59.160,"Эти заявления, а первое заявление прозвучало в"
1130,#1744,2023-06-03T09:20:25Z,00:59.160,01:04.200,"три часа ночи от Делимханова вдруг неожиданно, якобы"
1130,#1744,2023-06-03T09:20:25Z,01:04.200,01:10.360,"на то, что я отозвался об Ахмате в каких-то там неуважительных"
1130,#1744,2023-06-03T09:20:25Z,01:10.360,01:14.520,"формах, но потом много раз повторялось о том, что не"
1130,#1744,2023-06-03T09:20:25Z,01:14.520,01:18.280,надо критиковать министра обороны и начальника генерального
1130,#1744,2023-06-03T09:20:25Z,01:18.280,01:19.280,штаба.
1130,#1744,2023-06-03T09:20:25Z,01:19.280,01:24.560,Критикую я министра обороны и начальника генерального
1130,#1744,2023-06-03T09:20:25Z,01:24.560,01:29.440,"штаба, поскольку считаю, что они не выполняют свои"
1130,#1744,2023-06-03T09:20:25Z,01:29.440,01:31,обязанности.
1130,#1744,2023-06-03T09:20:25Z,01:31,01:36.320,Снаряды нам не давали и у меня погибшими большое
1130,#1744,2023-06-03T09:20:25Z,01:36.320,01:38.640,количество людей именно по этой причине.
1130,#1744,2023-06-03T09:20:25Z,01:38.640,01:43,"Мы будем дальше разбираться вплоть до того, пока соответствующие"
1130,#1744,2023-06-03T09:20:25Z,01:43,01:46.360,возмездия этих персонажей и многих других еще вокруг
1130,#1744,2023-06-03T09:20:25Z,01:46.360,01:47.360,не настигнут.
1130,#1744,2023-06-03T09:20:25Z,01:47.360,01:50.640,Второе - это сдача нашей российской земли.
1130,#1744,2023-06-03T09:20:25Z,01:50.640,01:58,"Херсон, Красный Лиман, различные территории вновь приобретенные,"
1130,#1744,2023-06-03T09:20:25Z,01:58,02:02.560,но сегодня мы начинаем терять нашу исконно российскую
1130,#1744,2023-06-03T09:20:25Z,02:02.560,02:03.560,землю.
1130,#1744,2023-06-03T09:20:25Z,02:03.560,02:09.320,"Сегодня гибнут дети, гибнет мирное население в Белгороде"
1130,#1744,2023-06-03T09:20:25Z,02:09.320,02:14.320,"и министерство обороны ничего сделать не в состоянии,"
1130,#1744,2023-06-03T09:20:25Z,02:14.320,02:19.680,"потому что оно де-факто не существует, оно в хаосе."
1130,#1744,2023-06-03T09:20:25Z,02:19.680,02:23.680,"Поэтому, естественно, критиковать я буду и дальше."
1130,#1744,2023-06-03T09:20:25Z,02:23.680,02:28.640,"Когда были сделаны эти заявления о командире ЧВК ""Вагнер"","
1130,#1744,2023-06-03T09:20:25Z,02:28.640,02:32.760,"я понимал, что мне когда-то их мнение придется показать,"
1130,#1744,2023-06-03T09:20:25Z,02:32.760,02:35.560,"потому что, поверьте мне, что когда было в мой адрес"
1130,#1744,2023-06-03T09:20:25Z,02:35.560,02:39.680,"сделано эти заявления, то их просто трясло и колбасило."
1130,#1744,2023-06-03T09:20:25Z,02:39.680,02:45.400,"И мы очень легко могли прийти к конфликту любого уровня,"
1130,#1744,2023-06-03T09:20:25Z,02:45.400,02:48.160,начиная просто от разборок на месте.
1130,#1744,2023-06-03T09:20:25Z,02:48.160,02:53.120,"И поверьте мне, что при разборках между Ахматом"
1130,#1744,2023-06-03T09:20:25Z,02:53.120,02:57.080,"и ЧВК ""Вагнер"" победитель был бы совершенно очевиден,"
1130,#1744,2023-06-03T09:20:25Z,02:57.080,03:00.320,но крови было бы пролито достаточно много.
1130,#1744,2023-06-03T09:20:25Z,03:00.320,03:06.640,"Тем более, что никто оскорбительно об Ахмате не отзывался,"
1130,#1744,2023-06-03T09:20:25Z,03:06.640,03:09.440,"и в том числе я выложил видео, в котором четко понятно,"
1130,#1744,2023-06-03T09:20:25Z,03:09.440,03:15.200,"что абсолютно нормальные отношения, и я нигде не позволил"
1130,#1744,2023-06-03T09:20:25Z,03:15.200,03:18.480,"себе каким-то образом их критиковать, а сказал о"
1130,#1744,2023-06-03T09:20:25Z,03:18.480,03:23.040,"том, что Рамзан Ахматович прав по поводу мобилизации,"
1130,#1744,2023-06-03T09:20:25Z,03:23.040,03:26.040,"я с ним полностью согласен, а что касается действий"
1130,#1744,2023-06-03T09:20:25Z,03:26.040,03:32.680,"Ахматы в ДНР, то я не в курсе, что они будут делать, поскольку"
1130,#1744,2023-06-03T09:20:25Z,03:32.680,03:35.960,на войне не принято делиться своими планами.
1130,#1744,2023-06-03T09:20:25Z,03:35.960,03:38.440,"Это действительно так, подразделения между собой"
1130,#1744,2023-06-03T09:20:25Z,03:38.440,03:41.840,"не рассказывают, что они будут делать, а если рассказывают,"
1130,#1744,2023-06-03T09:20:25Z,03:41.840,03:44.880,"то это их личное прерогатива, спрашивать неприлично"
1130,#1744,2023-06-03T09:20:25Z,03:44.880,03:45.880,просто.
1130,#1744,2023-06-03T09:20:25Z,03:45.880,03:50,"Поэтому те заявления в мой адрес, которые находились"
1130,#1744,2023-06-03T09:20:25Z,03:50,03:53.360,"почти на грани оскорбительной, но в общем чуть-чуть до"
1130,#1744,2023-06-03T09:20:25Z,03:53.360,03:58.880,"нее не дотягивали, и последующий ответ моих командиров вызвал"
1130,#1744,2023-06-03T09:20:25Z,03:58.880,04:01.560,бурную реакцию в обществе.
1130,#1744,2023-06-03T09:20:25Z,04:01.560,04:07.520,"Я померил, 70% населения настроены крайне агрессивно,"
1130,#1744,2023-06-03T09:20:25Z,04:07.520,04:11.600,"10% совершенно справедливо говорит о том, что не надо"
1130,#1744,2023-06-03T09:20:25Z,04:11.600,04:14.720,"двум военным структурам конфликтовать, а надо врага"
1130,#1744,2023-06-03T09:20:25Z,04:14.720,04:18.080,"разбивать, хотя мы только что разбили врага, видит"
1130,#1744,2023-06-03T09:20:25Z,04:18.080,04:21.800,бог и идем на отдых.
1130,#1744,2023-06-03T09:20:25Z,04:21.800,04:27.320,"Тем более, что мы этот ящик Пандоры, открыт на самом"
1130,#1744,2023-06-03T09:20:25Z,04:27.320,04:31.440,"деле уже ящик Пандоры, мы этот ящик Пандоры не открывали."
1130,#1744,2023-06-03T09:20:25Z,04:31.440,04:35.560,"И собственно говоря, совершенно мудро Рамзан сделал то,"
1130,#1744,2023-06-03T09:20:25Z,04:35.560,04:38.720,"что он мне в этот же день позвонил, мы с ним переговорили"
1130,#1744,2023-06-03T09:20:25Z,04:38.720,04:42.880,"и все пошло на тормозах, как вы видите."
1130,#1744,2023-06-03T09:20:25Z,04:42.880,04:46.760,"Так вот, заявления эти были сделаны незамедлительно"
1130,#1744,2023-06-03T09:20:25Z,04:46.760,04:53.240,"после того, как я сообщил о том, что отправляю заявление"
1130,#1744,2023-06-03T09:20:25Z,04:53.240,04:58.320,о преступлении в адрес определенных лиц из военного
1130,#1744,2023-06-03T09:20:25Z,04:58.320,05:03.280,"руководства, в прокуратуру и другие правоохранительные"
1130,#1744,2023-06-03T09:20:25Z,05:03.280,05:05.040,"органы, которые этим занимаются."
1130,#1744,2023-06-03T09:20:25Z,05:05.040,05:10.320,"Я думаю, что какая-то башня Кремля решила вдруг поиграть"
1130,#1744,2023-06-03T09:20:25Z,05:10.320,05:15.080,"в опасные игры, а в башнях Кремля вообще стали обыденным"
1130,#1744,2023-06-03T09:20:25Z,05:15.080,05:20.480,"опасные игры, которыми они уже давно занимаются, не"
1130,#1744,2023-06-03T09:20:25Z,05:20.480,05:23,"понимая, что они вообще творят."
1130,#1744,2023-06-03T09:20:25Z,05:23,05:28.680,Они сегодня просто разрушают российское государство.
1130,#1744,2023-06-03T09:20:25Z,05:28.680,05:34.760,"На следующий день они вынуждены были, вернее не они вынуждены"
1130,#1744,2023-06-03T09:20:25Z,05:34.760,05:39.400,"были, а президент вынужден был созвать совбез для"
1130,#1744,2023-06-03T09:20:25Z,05:39.400,05:44.280,"того, чтобы разобраться в том числе в данной ситуации,"
1130,#1744,2023-06-03T09:20:25Z,05:44.280,05:47.160,совбез по национальным вопросам.
1130,#1744,2023-06-03T09:20:25Z,05:47.160,05:53.720,"Почему я не отвечал хамски в адрес тех трех персонажей,"
1130,#1744,2023-06-03T09:20:25Z,05:53.720,05:57.360,"которые хамски, собственно говоря, говорили в мой адрес?"
1130,#1744,2023-06-03T09:20:25Z,05:57.360,06:01.720,"Да именно по этой причине, потому что любой мой ответ"
1130,#1744,2023-06-03T09:20:25Z,06:01.720,06:07.240,мог трактоваться как разжигание межнациональной розни.
1130,#1744,2023-06-03T09:20:25Z,06:07.240,06:08.240,Почему?
1130,#1744,2023-06-03T09:20:25Z,06:08.240,06:12.640,"Потому что в России повелось так, что национальные меньшинства"
1130,#1744,2023-06-03T09:20:25Z,06:12.640,06:17.560,"они могут высказываться по поводу в адрес русских,"
1130,#1744,2023-06-03T09:20:25Z,06:17.560,06:22.680,а русские они не могут высказываться безнаказанно в адрес национальных
1130,#1744,2023-06-03T09:20:25Z,06:22.680,06:23.680,меньшинств.
1130,#1744,2023-06-03T09:20:25Z,06:23.680,06:28.720,"Поэтому я, воспитанный в это время, когда все эти"
1130,#1744,2023-06-03T09:20:25Z,06:28.720,06:33.640,"законы действовали последние 30 лет, не воспитанный, а"
1130,#1744,2023-06-03T09:20:25Z,06:33.640,06:37.720,"живший, я воспитан в советское время суровыми законами,"
1130,#1744,2023-06-03T09:20:25Z,06:37.720,06:43.280,"вот поэтому я естественно молчал для того, чтобы не"
1130,#1744,2023-06-03T09:20:25Z,06:43.280,06:46.880,устраивать лишний шум и чтобы мне потом никто не
1130,#1744,2023-06-03T09:20:25Z,06:46.880,06:51.680,"предъявил, что я разжигаю межнациональные конфликты."
1130,#1744,2023-06-03T09:20:25Z,06:51.680,06:54.120,"Вот собственно говоря, вот так."
1130,#1744,2023-06-03T09:20:25Z,06:54.120,06:58.280,"И реакция социальных сетей, еще раз подчеркиваю, она"
1130,#1744,2023-06-03T09:20:25Z,06:58.280,07:03.080,"в общем не в пользу тех, кто затеял этот конфликт."
1130,#1744,2023-06-03T09:20:25Z,07:03.080,07:06.880,"Что касается дальнейшего продолжения, безусловно,"
1130,#1744,2023-06-03T09:20:25Z,07:06.880,07:10.600,"если подобные выходки будут, то конечно же ни на какие"
1130,#1744,2023-06-03T09:20:25Z,07:10.600,07:15.560,"стрелки я ездить не собираюсь, я наездился на них в 90-е,"
1130,#1744,2023-06-03T09:20:25Z,07:15.560,07:20.720,"и глупо будет, если проезжающая мимо девятка тонированная"
1130,#1744,2023-06-03T09:20:25Z,07:20.720,07:23.960,"откроет очередь, как это было там с Ямадаевым, там"
1130,#1744,2023-06-03T09:20:25Z,07:23.960,07:28.040,"еще с кучей людей, которые погибли в таких ситуациях."
1130,#1744,2023-06-03T09:20:25Z,07:28.040,07:32.760,"А что касается взрослых серьезных решений, если"
1130,#1744,2023-06-03T09:20:25Z,07:32.760,07:36.920,"это потребуется, ну конечно мы будем, как говорится,"
1130,#1744,2023-06-03T09:20:25Z,07:36.920,07:41.960,"не без благословения россиян отстаивать свои интересы,"
1130,#1744,2023-06-03T09:20:25Z,07:41.960,07:44.200,если вдруг дальше будет оскорбительная лексика.
1130,#1744,2023-06-03T09:20:25Z,07:44.200,07:47.200,"Ну вот собственно говоря так, а на сегодняшний день"
1130,#1744,2023-06-03T09:20:25Z,07:47.200,07:54.080,"конфликт пока исчерпан, и с Рамзаном мы все обсудили"
1130,#1744,2023-06-03T09:20:25Z,07:54.080,07:55.280,по телефону.
1130,#1744,2023-06-03T09:20:25Z,07:55.280,07:59.560,"И кстати, что касается командира Ахмата Артия"
1130,#1744,2023-06-03T09:20:25Z,07:59.560,08:04.720,"Луддинова, то он уже несколько раз созванивался с моими"
1130,#1744,2023-06-03T09:20:25Z,08:04.720,08:07.960,"ребятами, так как мы на территории общаемся, и"
1130,#1744,2023-06-03T09:20:25Z,08:07.960,08:14.400,"зная, что внешне вот этот вот весь происходит говномет,"
1130,#1744,2023-06-03T09:20:25Z,08:14.400,08:19,"обсуждали о том, каким образом не допустить на территории"
1130,#1744,2023-06-03T09:20:25Z,08:19,08:22.920,"различных конфликтов и перестрелок, и на территории"
1130,#1744,2023-06-03T09:20:25Z,08:22.920,08:26.600,"абсолютно все спокойно, никто никого не убивает."
1130,#1744,2023-06-03T09:20:25Z,08:26.600,08:31.560,"Поэтому та задумка, которую задумала одна из тех самых"
1130,#1744,2023-06-03T09:20:25Z,08:31.560,08:35.640,"там башен Кремля, куполов или еще чего-то, она вот"
1130,#1744,2023-06-03T09:20:25Z,08:35.640,08:37.800,на сегодняшний день провалилась.
1130,#1744,2023-06-03T09:20:25Z,08:37.800,08:43.800,Ну а если они дальше будут продолжать заниматься попытками
1130,#1744,2023-06-03T09:20:25Z,08:43.800,08:48.960,"раздрая в стране, то я думаю, что этот раздрай быстро"
1130,#1744,2023-06-03T09:20:25Z,08:48.960,08:51.280,до них долетит и мало не покажется.
1130,#1744,2023-06-03T09:20:25Z,08:51.280,08:56.240,"Да, и второй ваш вопрос, у вас получились вопросы"
1130,#1744,2023-06-03T09:20:25Z,08:56.240,08:58.120,"короткие, а ответы длинные."
1130,#1744,2023-06-03T09:20:25Z,08:58.120,09:01.960,"Значит, второй ваш вопрос по поводу, придем ли мы"
1130,#1744,2023-06-03T09:20:25Z,09:01.960,09:03.200,в Белгородскую область.
1130,#1744,2023-06-03T09:20:25Z,09:03.200,09:08.360,"Еще раз, пока мы все сосредотачиваемся в тыловых зодах, если Министерство"
1130,#1744,2023-06-03T09:20:25Z,09:08.360,09:14.800,"обороны в ближайшее время не прекратит то, что происходит"
1130,#1744,2023-06-03T09:20:25Z,09:14.800,09:18.240,"в Белгородской области, не прекратит тот беспредел,"
1130,#1744,2023-06-03T09:20:25Z,09:18.240,09:19.920,который идет по захвату территории Российской
1130,#1744,2023-06-03T09:20:25Z,09:19.920,09:24.200,"Федерации, а уже идет фактически захват этой территории,"
1130,#1744,2023-06-03T09:20:25Z,09:24.200,09:28.520,то безусловно мы придем в Белгородскую область
1130,#1744,2023-06-03T09:20:25Z,09:28.520,09:33.400,"и защитим наш, подчеркиваю, российский народ, всех"
1130,#1744,2023-06-03T09:20:25Z,09:33.400,09:37.240,"тех, кто там проживает, русских, дагестанцев, чеченцев,"
1130,#1744,2023-06-03T09:20:25Z,09:37.240,09:40.840,"кого угодно, этнических украинцев в том числе."
1130,#1744,2023-06-03T09:20:25Z,09:40.840,09:45.400,И ожидать приглашения чьего-то и спрашивать можно нам или
1130,#1744,2023-06-03T09:20:25Z,09:45.400,09:46.680,нет мы не будем.
1130,#1744,2023-06-03T09:20:25Z,09:46.680,09:48.880,"Единственное, потребуем боеприпасы, потому что"
1130,#1744,2023-06-03T09:20:25Z,09:48.880,09:51.960,"без них бесполезно приходить, как говорится, с голой жопой"
1130,#1744,2023-06-03T09:20:25Z,09:51.960,09:52.960,на мороз.
1130,#1744,2023-06-03T09:20:25Z,09:52.960,09:58.040,"По поводу ситуации вообще с Белгородской землей,"
1130,#1744,2023-06-03T09:20:25Z,09:58.040,10:01.080,"с приграничными территориями и с тем, что происходит"
1130,#1744,2023-06-03T09:20:25Z,10:01.080,10:04.280,сегодня по поводу нарушения интересов Российской Федерации
1130,#1744,2023-06-03T09:20:25Z,10:04.280,10:09.720,"в рамках этого самого СВО, то мне скинули целую серию"
1130,#1744,2023-06-03T09:20:25Z,10:09.720,10:16.040,"роликов с Жириновским, который в достаточно резкой"
1130,#1744,2023-06-03T09:20:25Z,10:16.040,10:22.360,"манере в разные годы рассказывает о том, что происходит."
1130,#1744,2023-06-03T09:20:25Z,10:22.360,10:28.560,"И в общем, сегодняшняя ситуация, она очень хорошо объясняется"
1130,#1744,2023-06-03T09:20:25Z,10:28.560,10:29.560,его словами.
1130,#1744,2023-06-03T09:20:25Z,10:29.560,10:33.160,"Я из корректности эти ролики у себя выкладывать не буду,"
1130,#1744,2023-06-03T09:20:25Z,10:33.160,10:36.800,"но, а если и буду, то буду пропикивать некоторые"
1130,#1744,2023-06-03T09:20:25Z,10:36.800,10:39.480,"моменты, которые не нужно сегодня для разжигания"
1130,#1744,2023-06-03T09:20:25Z,10:39.480,10:40.480,конфликтов.
1130,#1744,2023-06-03T09:20:25Z,10:40.480,10:44.160,Но Жириновский на самом деле очень четко и емко
1130,#1744,2023-06-03T09:20:25Z,10:44.160,10:47.320,"во многом высказывался по поводу таких ситуаций,"
1130,#1744,2023-06-03T09:20:25Z,10:47.320,10:52.120,"как Белгородская и как тот же самый конфликт, кстати,"
1130,#1744,2023-06-03T09:20:25Z,10:52.120,10:53.840,условный конфликт с чеченцами.
1129,#1743,2023-06-02T18:20:19Z,00:00,00:10.920,"Все будет по жесточку, так что готовьте себе какие-нибудь"
1129,#1743,2023-06-02T18:20:19Z,00:10.920,00:13.920,непромокаемые хирургические халаты и вещи.
1129,#1743,2023-06-02T18:20:19Z,00:13.920,00:18.800,"Что касается интервью, интервью давать не буду,"
1129,#1743,2023-06-02T18:20:19Z,00:18.800,00:23.920,"на вопросы отвечу на ходу на ногах, полчаса, думаю,"
1129,#1743,2023-06-02T18:20:19Z,00:23.920,00:24.920,будет достаточно.
1129,#1743,2023-06-02T18:20:19Z,00:24.920,00:29.960,"Готовьте неудобные вопросы, как вы любите, только, пожалуйста,"
1129,#1743,2023-06-02T18:20:19Z,00:29.960,00:35.160,"без гламура, и у меня будет условие о том, что мы на"
1129,#1743,2023-06-02T18:20:19Z,00:35.160,00:39.320,"YouTube ничего не ставим, российские соцсети, пожалуйста."
1126,#1742,2023-06-02T17:57:15Z,00:00.800,00:06.560,"Уважаемая Ксения Анатольевна, я благодарю вас за столь"
1126,#1742,2023-06-02T17:57:15Z,00:06.560,00:09.240,быструю и бдительную реакцию.
1126,#1742,2023-06-02T17:57:15Z,00:09.240,00:15.920,"О настоящем хочу сообщить, что действительно боец"
1126,#1742,2023-06-02T17:57:15Z,00:15.920,00:23.640,"с позывным Мегас 5 мая прибыл в учебный центр ЧВК ""Вагнер"","
1126,#1742,2023-06-02T17:57:15Z,00:23.640,00:26.640,где проходил подготовку.
1126,#1742,2023-06-02T17:57:15Z,00:26.640,00:30.520,"Постольку поскольку в учебном центре ЧВК ""Вагнер"" разрешено"
1126,#1742,2023-06-02T17:57:15Z,00:30.520,00:35.240,"общение с родственниками, данный телефон он каждый"
1126,#1742,2023-06-02T17:57:15Z,00:35.240,00:41.040,день имел право получать и производить любые манипуляции.
1126,#1742,2023-06-02T17:57:15Z,00:41.040,00:45.040,"Когда сотрудник сообщил о том, что у него пропало"
1126,#1742,2023-06-02T17:57:15Z,00:45.040,00:51.160,"13 тысяч рублей, то мы провели расследование, что следует"
1126,#1742,2023-06-02T17:57:15Z,00:51.160,00:56.600,"из рапорта, который в случае необходимости я могу опубликовать"
1126,#1742,2023-06-02T17:57:15Z,00:56.600,01:00.720,- удалив оттуда некоторые данные.
1126,#1742,2023-06-02T17:57:15Z,01:00.720,01:05.920,"Согласно этому рапорту было быстро найдено, на"
1126,#1742,2023-06-02T17:57:15Z,01:05.920,01:09.280,какую карточку переведены деньги.
1126,#1742,2023-06-02T17:57:15Z,01:09.280,01:14.080,Данный сотрудник также находился в одном месте
1126,#1742,2023-06-02T17:57:15Z,01:14.080,01:17.720,"с тем, у кого были похищены деньги."
1126,#1742,2023-06-02T17:57:15Z,01:17.720,01:21.720,"Извините, позывные их не называю, потому что просто"
1126,#1742,2023-06-02T17:57:15Z,01:21.720,01:24.720,"забываю по ходу, о ком вы там пишете."
1126,#1742,2023-06-02T17:57:15Z,01:24.720,01:32.400,Этот сотрудник был найден уже на направлении ДНР.
1126,#1742,2023-06-02T17:57:15Z,01:32.400,01:37.560,"В настоящий момент, благодаря вашему сообщению, служба"
1126,#1742,2023-06-02T17:57:15Z,01:37.560,01:42.280,"безопасности отправляется для того, чтобы выяснить"
1126,#1742,2023-06-02T17:57:15Z,01:42.280,01:48.680,"у данного сотрудника, жив ли он или нет, а также разобраться,"
1126,#1742,2023-06-02T17:57:15Z,01:48.680,01:56.640,по чьей просьбе он перевел 13 тысяч рублей на карту
1126,#1742,2023-06-02T17:57:15Z,01:56.640,01:57.760,некого гражданина.
1126,#1742,2023-06-02T17:57:15Z,01:57.760,02:04.080,"Это чудовищное преступление, за которое все виновные"
1126,#1742,2023-06-02T17:57:15Z,02:04.080,02:05.800,понесут ответственность.
1126,#1742,2023-06-02T17:57:15Z,02:05.800,02:10,Если у вас будет желание принять участие в наказании
1126,#1742,2023-06-02T17:57:15Z,02:10,02:17.280,"данных лиц, прошу обращаться в учебный центр ЧВК ""Вагнер""."
1126,#1742,2023-06-02T17:57:15Z,02:17.280,02:20.560,"Будем вам благодарны за любую информацию, которую"
1126,#1742,2023-06-02T17:57:15Z,02:20.560,02:24.800,вы будете выкладывать в отношении подобных чудовищных
1126,#1742,2023-06-02T17:57:15Z,02:24.800,02:28.940,"случаев, как этот, где у сотрудника с мобильного"
1126,#1742,2023-06-02T17:57:15Z,02:28.940,02:33.080,"телефона мы выясняем, по его поручению или нет, была"
1126,#1742,2023-06-02T17:57:15Z,02:33.080,02:35.680,переведена сумма в 13 тысяч рублей.
1126,#1742,2023-06-02T17:57:15Z,02:35.680,02:42.200,"Пользуюсь случаем для тех бойцов ЧВК ""Вагнер"" нынешних"
1126,#1742,2023-06-02T17:57:15Z,02:42.200,02:47.040,"и будущих, которые заглядывают в информационные ресурсы"
1126,#1742,2023-06-02T17:57:15Z,02:47.040,02:49.080,Ксении Анатольевны Собчак.
1126,#1742,2023-06-02T17:57:15Z,02:49.080,02:53.360,"Парни, записывайтесь в ЧВК ""Вагнер""."
1126,#1742,2023-06-02T17:57:15Z,02:53.360,02:59.440,"Если у вас в учебном центре спиздят 13 тысяч рублей,"
1126,#1742,2023-06-02T17:57:15Z,02:59.440,03:04.400,мы незамедлительно найдем виновного и вернем вам деньги.
1126,#1742,2023-06-02T17:57:15Z,03:04.400,03:07,"Кстати, даже если виновного не найдем."
1126,#1742,2023-06-02T17:57:15Z,03:07,03:09,*Субтитры делал DimaTorzok*
1124,#1740,2023-06-02T16:22:55Z,00:00.500,00:09,"В настоящий момент на 2 июня практически все, 99% подразделений ЧВК ""Вагнер"" покинули Бахмут."
1124,#1740,2023-06-02T16:22:55Z,00:09,00:17,"Все позиции переданы в надлежащем порядке Министерству обороны, никаких вопросов, замечаний нет."
1124,#1740,2023-06-02T16:22:55Z,00:17,00:26,"Что касается провокаций, со стороны ВСУ на сегодняшний день провокаций в наш адрес не наблюдаются."
1124,#1740,2023-06-02T16:22:55Z,00:26,00:32,"Однако надо отметить, что сюрпризы нас ждали с другой стороны."
1124,#1740,2023-06-02T16:22:55Z,00:32,00:40,Незадолго до нашего выхода мы обнаружили подозрительную активность на путях нашего выдвижения.
1124,#1740,2023-06-02T16:22:55Z,00:40,00:54,В рамках обнаружения этой подозрительной активности мы вызвали правоохранительные органы и стали исследовать пути нашего выхода вдоль дорог.
1124,#1740,2023-06-02T16:22:55Z,00:54.500,01:01.500,"Мы обнаружили около десятка мест, где были размещены различные взрывные устройства,"
1124,#1740,2023-06-02T16:22:55Z,01:01.500,01:13,"начиная от сотен противотанковых мин и заканчивая тоннами пластида заряды от так называемых ""Змей Горынычей""."
