datetime,text,llama3.2,phi4,phi4-mini,gemma2,gemma3,olmo2,deepseek-r1:8b,mistral,owl/t-lite,akdengi/saiga-gemma2,lakomoor/vikhr-llama-3.2-1b-instruct:1b,about_military_total
2022-08-27T11:37:36Z,"Вооруженная охрана будет находиться в школах Донбасса, Херсонщины и Запорожья, заявил замглавы администрации президента РФ Сергей Кириенко.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-08-28T13:24:29Z,"❗️ Каховскую ГЭС и Новую Каховку в Херсонской области за день трижды обстреляли ВСУ, в центре города пожар , заявил глава ВГА района.

 @vestiru24 ",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10
2022-08-28T16:12:55Z,"В Севастополе снова сработала система ПВО, сообщил губернатор Михаил Развожаев. По предварительным данным, сбили БПЛА над морем в районе Мыса Херсонес.

 @vestiru24 ",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9
2022-08-29T09:24:36Z,"Новый брифинг Минобороны РФ. Главное:

 📍Более 100 украинских боевиков ""Айдара"", ""Азова"" (запрещен в РФ) и теробороны уничтожены в результате удара высокоточным оружием в районе марганца.
📍ВКС РФ уничтожили до 70 националистов ударами по пункту управления в районе Днепра и складу вооружения около Нововоронцовки под Херсоном.
📍ВСУ за сутки выпустили восемь крупнокалиберных снарядов по жилым кварталам Энергодара, среди мирных жителей есть раненые.
📍ВС России ответным огнем подавили позиции ВСУ, с которых велся обстрел Энергодара.
📍ВС РФ уничтожили более 30 и ранили свыше 50 националистов 53-й мехбригады и формирования ""Кракен"" в районе Артемовска.
📍ПВО России за сутки сбила шесть украинских БЛА, перехватила три баллистические ракеты ""Точка-У"" и 21 снаряд РСЗО ""Ольха"" и HIMARS.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-08-29T12:26:18Z,"Власти Херсонской области опровергли слухи о наступлении ВСУ на Херсон.

 @vestiru24 ",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,8
2022-08-29T17:14:58Z,"Минобороны России: в понедельник в течение дня по прямому указанию Зеленского украинские войска предприняли попытку наступления в Николаевской и Херсонской областях на трех направлениях.

 ◾️В результате активной обороны группировки российских войск подразделения украинской армии   понесли большие потери. 

◾️Уничтожено 26 украинских танков, 23 БМП, сбито два штурмовика Су-25. Потери противника в живой силе - более 560 военнослужащих.  Очередная попытка наступательных действий украинских войск с треском провалилась.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-08-30T06:12:14Z,"В Херсоне ликвидировали диверсионно-разведывательную группу , сообщили власти.

 @vestiru24 ",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10
2022-08-30T11:26:32Z,"В ходе специальной военной операции войска национальной гвардии выполняют широкий круг задач по обеспечению правопорядка и безопасности, а также налаживанию мирной жизни на освобожденных территориях Донецкой и Луганской республик, а также в Запорожской и Херсонской областях,  сообщил главнокомандующий войсками национальной гвардии РФ Виктор Золотов. Кадры рабочей встречи Владимира Путина с главой Росгвардии показали в эфире телеканала ""Россия 24"".

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-08-31T05:11:21Z,"ВСУ ночью продолжали обстрелы Каховской ГЭС в Херсонской области , сообщил глава ВГА района.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-01T10:55:06Z,"Завершается уничтожение украинской диверсионной группы, готовившей провокацию для срыва прибытия миссии МАГАТЭ на Запорожскую АЭС, заявили в Минобороны РФ. 

 ▪️Киевский режим продолжает безуспешные попытки наступательных действий на николаево-криворожском направлении, за сутки украинские военные потеряли там 31 танк, 22 боевые машины пехоты, 18 других боевых бронемашин, 8 пикапов с крупнокалиберными пулеметами, 17 спецмашин и более 350 солдат.

▪️ВС РФ уничтожили огневой взвод американских гаубиц М777 ВСУ в районе Андреевки Херсонской области.

▪️Киевский режим продолжил безуспешные попытки наступательных действий на николаево-криворожском направлении.

▪️Сорвана попытка наступления ВСУ на харьковском направлении, 14-я мехбригада противника потеряла более 50 человек.

▪️ВС РФ уничтожили восемь складов ракетно-артиллерийского вооружения и боеприпасов ВСУ в ДНР, Николаевской, Запорожской и Днепропетровской областях.

▪️ВС РФ сбила восемь украинских БЛА, перехватила ракету ""Точка-У"" и 48 снарядов РСЗО, в том числе HIMARS.

▪️Нацбатальон ""Кракен"" огнем уничтожил большинство из оставшихся 56 человек 14-й мехбригады ВСУ, отступавших к Харькову.

▪️Средства ПВО РФ сбили две украинские противолокационные ракеты AGM-88 HARM производства США в районе Антоновского моста.

▪️Военные 72-й мехбригады ВСУ в районе Артемовска из-за больших потерь отказались выполнять приказы командования и оставили позиции.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-02T04:43:02Z,"ВСУ разрушили водный элеватор при обстрелах Новой Каховки в Херсонской области, много зерна уничтожено, сообщил глава ВГА района.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-02T07:11:47Z,"❗️В Херсоне были слышны не менее шести взрывов, предположительно, работает российская система ПВО, сообщает ТАСС. 

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-02T07:57:37Z,"Украинские войска нанесли удар по многоквартирному жилому дому в Херсоне, есть погибшие и пострадавшие, сообщает РИА Новости. 

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-02T08:36:50Z,"❗️В Херсоне прогремели не менее десяти взрывов, предположительно, работает российская система ПВО, сообщает ТАСС. 

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-02T12:08:16Z,"❗️ Киевский режим продолжает безуспешные попытки закрепиться на отдельных участках на николаево-криворожском направлении, заявили в Минобороны РФ. 

 ▪️Российские ВКС уничтожили командный состав 56-й мотопехотной бригады ВСУ, 12 офицеров ликвидированы и 31 военнослужащий ранен. 

▪️ ВС РФ в Херсонской области сбили два украинских штурмовика Су-25 и один истребитель МиГ-29, переоборудованный для применения ракет США HARM.

▪️ ВС РФ уничтожили шесть украинских складов ракетно-артиллерийского вооружения в Харьковской и Николаевской областях, а также ДНР.

▪️ ВКС РФ, ракетчики и артиллеристы наносят значительные потери подразделениям ВСУ, пытающимся закрепиться на николаево-криворожском направлении.

▪️ ВС РФ нанесли удары по позициям 60-й пехотной бригады ВСУ в Херсонской области, уничтожив более 30 националистов.

▪️ Российские ВКС поразили ангары с военной техникой 46-й аэромобильной бригады ВСУ в Николаевской области, уничтожено более 40 военных.

▪️ Российские ВКС уничтожили командный состав 56-й мотопехотной бригады ВСУ, 12 офицеров ликвидированы и 31 военнослужащий ранен.

▪️ ВС РФ уничтожили более 330 военных на николаево-криворожском направлении, два боевика взяты в плен.

▪️ ПВО РФ сбила 12 украинских БЛА и противолокационную ракету HARM, перехватила 14 снарядов РСЗО HIMARS.

▪️ Авиация, ракетные войска и артиллерия поразили взвод РСЗО ""Ольха"" в Николаевской области и восемь пунктов управления ВСУ в различных районах.

▪️ ВС РФ уничтожили в районе населенного пункта Воскресенк в ДНР пусковую установку зенитного ракетного комплекса ""Бук-М1"" ВСУ.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,10
2022-09-02T20:01:31Z,"Подборка самых важных и актуальных новостей этого дня:

➡️ ВСУ ударили по жилому дому в Херсоне, есть погибшие и раненые

 ➡️ МАГАТЭ будет на ЗАЭС на постоянной основе, Россия это приветствует

 ➡️ Полиция задержала злоумышленника, угрожавшего вице-президенту Аргентины

 ➡️ Байден вновь пошел в атаку на Трампа

 ➡️ Ученые показали, как сейчас выглядит затонувший ""Титаник""

 @smotrim_ru ",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9
2022-09-03T10:47:03Z,"❗️Киев накануне вечером вновь попытался захватить Запорожскую АЭС, несмотря на присутствие на электростанции представителей МАГАТЭ, сообщили в Минобороны РФ. 

 ▪️ВСУ потеряли более 230 военных в ходе продолжающихся попыток закрепиться на отдельных участках николаево-криворожского направления.

▪️ВС РФ за сутки поразили 53 артиллерийских подразделения на огневых позициях, живую силу и военную технику ВСУ в 157 районах.

▪️В районе Константиновки в ДНР уничтожена пусковая установка РСЗО HIMARS c машиной подвоза боеприпасов и до 30 человек боевого расчета.

▪️ВКС России поразили пункт дислокации ротной тактической группы 95-й десантно-штурмовой бригады в ДНР, уничтожено более 100 военных ВСУ.

▪️ВКС России сбили два украинских Су-25 в Херсонской области и один МиГ-29, переоборудованный под ракеты HARM, в Днепропетровской области.

▪️В ночь на 3 сентября более 250 военнослужащих ВСУ и наемников пытались высадиться в районе ЗАЭС, часть лодок уничтожена российскими ВКС.

▪️В результате ночной провокации в районе ЗАЭС уничтожены 47 боевиков ВСУ, 23 человека ранены.

▪️ВКС РФ в ДНР огневыми ударами поразили пункты временной дислокации подразделений 93-й механизированной бригады, ликвидировано до 120 боевиков.

▪️Медучреждения Николаева испытывают нехватку мест, медикаментов и крови из-за больших потерь ВСУ на николаево-криворожском направлении.

▪️В Николаеве увеличено количество военных патрулей для выявления возросшего числа дезертиров среди ВСУ.

▪️ПВО РФ сбила 3 украинских БПЛА, перехватила 3 ракеты ""Точка-У"", а также 60 снарядов РСЗО HIMARS, ""Ольха"" и ""Ураган"".

▪️ВС РФ уничтожили шесть складов боеприпасов в Николаевской, Запорожской и Харьковской областях, а также в ДНР.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-03T12:38:58Z,"❗️Не менее восьми взрывов прогремели в районе речного порта Херсона, видны клубы дыма, сообщает ТАСС. 

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,9
2022-09-04T07:07:20Z,"❗️В Херсоне прогремели более 10 взрывов, предположительно, работает российская система ПВО, сообщает ТАСС.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,10
2022-09-04T19:15:01Z,"Повреждение высоковольтных ЛЭП вызвало отключение электроснабжения в Запорожской области, а также в Херсоне.  Об этом сообщила военно-гражданская администрация региона.

 @vestiru24 ",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,9
2022-09-05T09:55:57Z,"Минобороны РФ: российские ВКС уничтожили более 220 военных ВСУ при их попытке закрепиться на отдельных участках николаево-криворожского направления.

 Другие важные тезисы из брифинга Министерства обороны России:

📍Киев продолжает провокации с целью создания угрозы техногенной катастрофы, несмотря на присутствие экспертов МАГАТЭ. Два артобстрела Энергодара зафиксированы ночью, подразделения ВСУ подавлены ответным огнем артиллерии РФ. Украинские войска применили ударный беспилотник по территории ЗАЭС, он упал в километре от территории станции результате действий ВС РФ.

📍Российские ВКС сбили вертолет Ми-8 воздушных сил Украины в Херсонской области.

📍ВС РФ уничтожили до 20 и ранили более 50 украинских военных ударами по боевым позициям бригады ВСУ в районе Краснополья.

📍Российские ВКС уничтожили два склада ВСУ с более чем 1,5 тыс. снарядов для РСЗО, включая более 200 ракет для американских систем HIMARS.

📍Системы ПВО РФ сбили четыре противорадиолокационные ракеты HARM и перехватили 34 снаряда HIMARS, ""Ураганов"" и ""Ольхи"".

📍ВС РФ поразили шесть пунктов управления ВСУ в Харьковской, Запорожской и Днепропетровской областях, а также в ДНР.

📍Российские ВКС ударом по пункту дислокации ""Кракена"" в районе Харькова уничтожили более 30 националистов.

📍Российские войска уничтожили пять складов ВСУ в Харьковской и Херсонской областях и ДНР.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,10
2022-09-06T08:09:20Z,"Херсонская область полностью переходит на систему законодательства РФ , сообщил замглавы ВГА Стремоусов.

 @vestiru24 ",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,9
2022-09-07T14:16:29Z,"Росгвардия задержала в Херсонской и Запорожской областях 137 пособников украинских националистов.

 @vestiru24 ",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10
2022-09-07T14:51:26Z,"Херсонская область будет готовиться к проведению референдума о вхождении в состав РФ 4 ноября. Об этом заявил замглавы ВГА. По его словам, явка на референдуме по вхождению региона в состав России ожидается на уровне 80%.

 @vestiru24 ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4
2022-09-09T08:52:58Z,"Несколько украинских военных, принимавших участие в контрнаступлении на Херсонскую область, были взяты в плен, с ними обращаются уважительно, сообщил замглавы ВГА региона Кирилл Стремоусов.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-09T13:00:44Z,"❗️Росгвардия сообщила, что задержала в Херсонской и Запорожской областях более 70 пособников националистов.

 @vestiru24 ",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,8
2022-09-10T12:06:41Z,"Российская система ПВО сработала в Новой Каховке Херсонской области, прогремели шесть взрывов, сообщили в Telegram-канале военно-гражданской администрации города.  

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-11T10:17:43Z,"❗️Наносятся высокоточные удары по подразделениям и резервам украинской армии в Харьковской области, сообщили в Минобороны РФ.

 ▪️Поражены две бригады ВСУ, теробороны и пункт иностранных наемников, потери противника составили свыше 200 военнослужащих и более 20 единиц военной техники, заявили в ведомстве. 

▪️Ракетами ""Искандер"" нанесен удар по живой силе и военной технике украинских войск во время выгрузки на ж/д станции Красноармейск в ДНР.

▪️Также ВС РФ поразили восемь пунктов управления ВСУ в ДНР, Днепропетровской, Николаевской и Херсонской областях. 

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-12T05:48:20Z,"❗️ФСБ сообщила о предотвращении серии диверсионно-террористических актов в отношении властей Херсонской области и членов правительства Крыма.

 ▪️По информации ведомства, теракты готовила СБУ, установлен ее сотрудник, руководивший деятельностью завербованных националистов.

▪️Исполнители и их пособники задержаны, изъяты средства совершения преступлений.

 @vestiru24 ",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7
2022-09-12T07:17:01Z,"Херсону и Херсонской области ничего не угрожает, по всему периметру региона российской армией выстроены линии защиты, сообщил замглавы администрации региона.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-12T08:07:17Z,"❗️В небе над Херсоном прогремели около 10 взрывов, предположительно работает российская система ПВО, сообщает ТАСС. 

 @vestiru24 ",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10
2022-09-12T08:16:43Z,"Кадры задержания сотрудниками ФСБ России боевиков, которые планировали теракты в Херсонской области и Крыму.

 @vestiru24 ",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9
2022-09-12T09:01:58Z,"ВСУ выпустили три ракеты из HIMARS по Антоновскому мосту вблизи Херсона, мост функционирует, сообщил замглавы ВГА.  По его информации, целью ударов ВСУ является не Антоновский мост, а паромная переправа для гражданских лиц.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10
2022-09-12T14:25:30Z,"Уловки со стороны украинских формирований не представляют опасности для Херсона.  Об этом заявил глава администрации региона Владимир Сальдо в своем Telegram-канале. Он вышел на связь после долгого молчания — находился на попечении врачей.  ""Могу вам сказать абсолютно точно: у Вооружённых сил Российской Федерации значительно больше сил. Херсонщина будет процветающей и стабильной"" , — добавил Сальдо. 

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,10
2022-09-12T19:38:28Z,"На ректора Херсонского госуниверситета Татьяну Томилину совершено покушение.  В ее подъезде сработало СВУ — женщина получила легкие ранения, передает РИА Новости. 

 @vestiru24 ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,5
2022-09-13T09:50:51Z,"Заявление Минобороны России:

 📍Ударами ВКС поражены пункты дислокации нескольких украинских бригад, в том числе в районе Харькова, уничтожены более 800 военных и наемников.
📍Авиацией ВКС России в Николаевской области уничтожен вертолет Ми-8 Воздушных сил Украины.
📍ВС РФ уничтожили пять складов ракетно-артиллерийского вооружения и боеприпасов ВСУ в Запорожской, Николаевской областях и ДНР.
📍ПВО РФ сбила шесть украинских БЛА в Херсонской, Николаевской, Запорожской областях и в ДНР, уничтожила семь снарядов РСЗО.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-13T11:44:12Z,"""Херсону ничего не угрожает, нога нацистов в городе Херсоне не ступит"" , - заявил заместитель главы ВГА региона Кирилл Стремоусов. Он отметил в эфире программы ""60 минут"", что  ""вся эта информационная волокита, которая вбрасывается как непонятные пузыри""  со стороны Украины, делается затем, чтобы люди боялись.

 Смотрим  все выпуски программы ""60 минут""  на нашей платформе

 @skabeeva   @vladivostok1978  
 @smotrim_ru ",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,9
2022-09-14T10:09:42Z,"Новый брифинг Минобороны РФ. Главное:

 📌Высокоточными ударами российской авиации уничтожено до 250-ти украинских военнослужащих и более 20-ти единиц военной техники.
📌В результате высокоточных ударов ВКС России уничтожено до 70-ти украинских военнослужащих и 5 единиц военной техники.
📌В Харьковской области нанесены массированные огневые удары по живой силе и военной технике. Потери противника составили до 150 украинских военнослужащих убитыми и ранеными, а также более 10-ти единиц военной техники.
📌Уничтожены четыре склада ракетно-артиллерийского вооружения и боеприпасов в районах Северска и Райгородка в ДНР.
📌В районе населенного пункта Красный Лиман Донецкой Народной Республики уничтожена украинская боевая машина реактивной системы залпового огня ""Ураган"".
📌Истребительной авиацией ВКС России в районе Кинбурнской косы Херсонской области уничтожен вертолет Ми-8.
📌Средствами ПВО за сутки сбито четыре украинских беспилотных летательных аппарата, а также баллистическая ракета ""Точка-У"".
📌За сутки перехвачены 33 снаряда реактивных систем залпового огня, в том числе семь - ""Ольха"", а также 26 - ""HIMARS"".

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,10
2022-09-15T06:16:56Z,"Атака десанта Украины со стороны Кинбурнской косы от Черного моря к Херсонской области отражена , сообщили власти региона.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-15T06:45:39Z,"ВСУ наращивают силы, но на территорию Херсонской области никто войти не смог, все сообщения об этом - ложь , заявил замглавы ВГА.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-15T09:28:06Z,"""Они были мгновенно разбиты"": замглавы ВГА Херсонской области Кирилл Стремоусов рассказал о попытке украинских войск высадиться в районе Кинбурнской косы.  ""Мы предполагаем о 120 погибших [среди ВСУ]. Мы не знаем, сколько среди них было наемников, сколько укронацистов, сколько тех, кого режим заставил уйти умирать на русскую территорию Херсонской области"" , - отметил он в эфире программы ""60 минут"".

 Смотрим  все выпуски программы ""60 минут""  на нашей платформе

 @skabeeva   @vladivostok1978  
 @smotrim_ru ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,10
2022-09-15T10:33:05Z,"Новый брифинг Минобороны РФ. Главное:  

📌Ударами оперативно-тактической и армейской авиации, ракетных войск и артиллерии поражены семь пунктов управления ВСУ, а также 42 артиллерийских подразделения, живая сила и военная техника ВСУ в 116-ти районах.
📌Уничтожено пять складов ракетно-артиллерийского вооружения и боеприпасов.
📌Средствами ПВО за сутки сбиты 12 украинских беспилотных летательных аппаратов.
📌В воздухе уничтожены две баллистические ракеты ""Точка-У"", а также 30 снарядов реактивной системы залпового огня ""HIMARS"" и ""Ольха"" в районах Каховской ГЭС, города Херсон и населенного пункта Трудовое Запорожской области.
📌В результате массированных огневых ударов потери 24-й и 28-й механизированных бригад ВСУ, а также 46-й аэромобильной бригады составили до 500 военнослужащих убитыми и ранеными и более 40 единиц военной техники.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-15T20:00:20Z,"Подборка самых важных и актуальных новостей этого дня:

➡️ Владимир Путин встретился с Си Цзиньпином

 ➡️ Пресечено вторжение украинского десанта в Херсонскую область

 ➡️ Захарова получила визу США для участия в Генассамблее ООН

 ➡️ Мишустин: правительство РФ направит еще 56 млрд рублей на льготную ипотеку

 ➡️ В Запорожье пострадали российские журналисты

 @smotrim_ru ",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,8
2022-09-16T08:23:11Z,"ВСУ обстреляли центр Херсона, возле здания администрации города упали минимум пять ракет HIMARS, есть погибшие и раненые , сообщили очевидцы.

 @vestiru24 ",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10
2022-09-16T08:51:19Z,"Начальник департамента труда ранена в результате обстрела ВСУ администрации Херсонской области, ее водитель погиб, сообщили местные власти. 

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-16T09:10:12Z,"❗️ Замглавы администрации Херсонской области Кирилл Стремоусов заявил, что удар ВСУ пришелся по его кабинету.

 @vestiru24 ",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10
2022-09-16T09:19:00Z,"В соцсетях публикуют кадры последствий обстрела ВСУ центра Херсона. 

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-16T09:24:53Z,"""Ко мне в кабинет прилетело около 5 HIMARS"",  - рассказал Кирилл Стремоусов, комментируя удар ВСУ по центру Херсона. Замглавы ВГА Херсонской области указал, что ему ранее поступали угрозы от украинских нацистов.  ""Всевышний, скорее, бережет нас, потому что стоит на нашей стороне, на стороне исторической справедливости"", -  сказал Стремоусов в эфире программы ""60 минут"". 

 Смотрим  все выпуски программы ""60 минут""  на нашей платформе

 @skabeeva   @vladivostok1978  
 @smotrim_ru ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-16T12:09:13Z,"""Мы за каждого человека, погибшего на этой земле, отомстим. Мы будем продолжать работу, как бы нам ни было тяжело и страшно. Нам тоже страшно. Но мы сюда приехали, чтобы здесь была Россия. И Россия здесь будет"",  - так министр соцполитики Херсонской области Алла Бархатнова прокомментировала удар ВСУ по администрации в Херсоне. Она показала папку, на которой была кровь человека, закрывшего ее своим телом во время взрыва. Он выжил, но ранен – это сотрудник министерства ЖКХ региона. Во взрыве погиб водитель Аллы Бархатновой – Иван Кравченко.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-16T12:32:31Z,"В результате обстрела здания ВГА Херсонской области было ранено 13 человек , сообщил Минздрав региона.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-17T10:06:26Z,"❗️Противник предпринял безуспешную попытку наступления в Херсонской области, ВС РФ было уничтожено более 120 украинских военных, сообщили в Минобороны РФ.

 ▪️В районе Зайцево в ДНР уничтожено более 230 украинских военнослужащих, 10 танков и 23 боевые бронированные машины.

▪️Потери ВСУ в результате высокоточных ударов в Николаевской и Херсонской областях составили более 140 убитыми и ранеными.

▪️Киевский режим возобновил провокации для создания угрозы техногенной катастрофы на Запорожской атомной электростанции.

▪️Зафиксировано два артобстрела дачного поселка ""Волна"" и тепловой электроподстанции, расположенной в непосредственной близости от ЗАЭС.

▪️ Радиационная обстановка на Запорожской АЭС остается в норме. 

▪️Уничтожены в воздухе 25 снарядов реактивных систем залпового огня ""HIMARS"" и ""Ольха"" в районах Новой Каховки и Херсона.

▪️Российские ВКС уничтожили более 50 националистов ""Кракена"" в Харьковской области.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-17T12:01:23Z,"Украинские диверсанты и иностранные наемники постоянно пытаются атаковать Херсонскую область, но все попытки отражены, сообщил замглавы администрации Херсонской области Кирилл Стремоусов.

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-17T18:01:39Z,"В центре Херсона слышны звуки стрельбы из стрелкового оружия.  Об этом сообщили оперативные службы.

 @vestiru24 ",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,10
2022-09-17T18:14:12Z,"Контртеррористическая операция проходит в районе ж/д вокзала в Херсоне , передает корреспондент  Вести.Крым . Боевиков засевших в нежилом здании уничтожают российские спецслужбы — задействована тяжелая техника. 

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-17T18:42:54Z,"⚡️⚡️⚡️ Эксклюзивные кадры Вести Крым — в районе ЖД вокзала в Херсоне проходит контртеррористическая операция

 На месте работает военный корреспондент Вести Крым  Михаил Андроник .

 @vesticrimea ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
2022-09-17T19:12:42Z,"В Херсоне нейтрализовали группу вооруженных лиц, оказавших сопротивление.  Об этом сообщают экстренные службы. Стрельба в центре города закончилась — погибших и пострадавших среди мирных граждан нет. 

 @vestiru24 ",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11
