doc_id,text,gemma3,owl/t-lite,llama3.2,phi4-mini,phi4
ВЕСТИ_43998,"МИД Хорватии вызвало посла РФ Андрея Нестеренко из-за проведенных референдумов в ДНР, ЛНР, Запорожской и Херсонской областях. 

 @vestiru24 ",Croatia; Russia; Referendum; DPR; LPR; Zaporizhzhia; Kherson; Diplomacy,Croatian MFA; Russian Ambassador; Referendums; Ukraine Conflict,Croatia; Russia; Referendum; Donbass; Luhansk; Zaporizhzhia; Kherson,"Croatia; Russia; Ambassador Andrey Nesterenko; Referendums in DNR, LPR, Zaporizhia region, Kherson region",Croatia; Russia; Diplomacy; Ukraine Conflict; Referendums; Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia; Kherson
ВЕСТИ_44003,"Власти КНДР поддержали результаты референдумов в ДНР, ЛНР, Запорожской и Херсонской областях о присоединении к России.  Об этом сообщило Центральное телеграфное агентство Кореи.

 @vestiru24 ",North Korea; Ukraine; DPR; LPR; Zaporizhzhia; Kherson; Russia; Referendum,North Korea; Referendum; Donbas; Ukraine; Russia,North Korea; Ukraine; Russia; Referendum; Separatist Movement; International Relations,North Korea; Donetsk People’s Republic; Luhansk People’s Republic; Russia; referendum,North Korea; referendum; Donetsk; Luhansk; Zaporizhzhia; Kherson; Russia; Central Telegraph Agency of Korea
ВЕСТИ_44017,"Комитет СФ РФ поддержал законы о принятии ДНР, ЛНР, Запорожской и Херсонской областей в состав России.  Накануне законопроекты единогласно и сразу в трех чтениях одобрили депутаты Госдумы. Согласно законам, с 30 сентября жители новых регионов признаются гражданами РФ. У них будет месяц, чтобы подать заявление об отказе от украинского гражданства.

 @vestiru24 ",Russia; Ukraine; Donetsk; Luhansk; Zaporizhzhia; Kherson; Russian Federation; International Relations; Conflict; Politics,Russia; State Duma; Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia Region; Kherson Region; Ukraine,Russia; Donbas; Crimea; DPR; LPR; Zaporizhzhia Region; Kherson Region; Russian Parliament; State Duma; Annexation Laws; Ukrainian Citizenship; Russian Citizenship,Russia; Ukraine; Donetsk; Luhansk; Zaporizhia; Kherson; citizenship law,Russia; annexation; Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia; Kherson; Russian Federation; citizenship; Ukraine
ВЕСТИ_44024,"""В ходе референдумов жители ДНР, ЛНР, Запорожской и Херсонской областей ясно высказали свою позицию, проголосовав за возвращение на свою настоящую большую Родину – в Россию"" , – заявила Валентина Матвиенко во время заседания Совета Федерации, посвященному рассмотрению законов о вступлении новых регионов в состав РФ. "" С правозащитной стороны территории имели право выйти из состава государства по гуманитарным причинам – их было множество "", – отметила председатель Совфеда РФ. Кадры показали в эфире телеканала ""Россия 24"".

Смотрим трансляцию прямо сейчас в нашем Telegram-канале:  t.me/vestiru24?livestream 

 @vestiru24 ",Russia; Ukraine; Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia; Kherson; Federation Council; Referendum; Russian Federation,Valentina Matviyenko; Russian Federation Council; Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia Region; Kherson Region; Referendum; Russia,Russia; Ukraine; Annexation; Referendums; Separatists,Russia; Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia Oblast; Kherson Oblast,referendum; Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia; Kherson; Ukraine; Russia; Valentina Matvienko; Federation Council
ВЕСТИ_44028,"Совфед единогласно ратифицировал договоры о вхождении ДНР, ЛНР, Запорожской и Херсонской областей в состав России.

 Смотрим трансляцию прямо сейчас в нашем Telegram-канале:  t.me/vestiru24?livestream 

 @vestiru24 ",Russia; DPR; LPR; Zaporizhzhia; Kherson; Federation Council; Treaties; Ratification; Telegram,Russia; Donetsk and Luhansk People's Republics (DNR/LNR); Zaporizhzhia region; Kherson region; Federation Council; ratification,NA,Russia; Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia Region; Kherson Oblast,Russia; Ukraine; State Duma; Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia; Kherson; Geopolitical tensions; International relations
ВЕСТИ_44030,"Процедура принятия в состав РФ ДНР, ЛНР, а также Херсонской и Запорожской областей завершится внесением поправок в Конституцию России на основании соответствующего указа Владимира Путина, сообщил глава комитета Совфеда по конституционному законодательству и госстроительству Андрей Клишас в прямом эфире телеканала ""Россия 24"". 

 Смотрим трансляцию прямо сейчас в нашем Telegram-канале:  t.me/vestiru24?livestream 

 @vestiru24 ",Russia; DPR; LPR; Kherson; Zaporizhzhia; Constitutional Amendments; Vladimir Putin; Russia 24,Russia; Ukraine; Donbas; Constitutional Amendments,Russia; Ukraine; Vladimir Putin; Annexation; Constitutional Amendment,NA,Russia; Constitutional amendments; DNR; LNR; Kherson region; Zaporozhye region; Vladimir Putin; Andrey Klishas; State Duma; Direct broadcast
ВЕСТИ_44033,"❗️Совет Федерации одобрил федеральный конституционный закон о принятии ДНР, ЛНР, Запорожской и Херсонской областей в состав РФ.

 @vestiru24 ",Russia; Ukraine; Donetsk; Luhansk; Zaporizhzhia; Kherson; Senate; Constitutional Law,Russia; Donbas Republics; Zaporizhzhia Region; Kherson Region; Federal Council; Constitutional Law,Russia; Donbass; Luhansk; Zaporizhzhia; Kherson; annexation; Russian Parliament,Russia; Federation Council; Federal Constitutional Law; Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia Region; Kherson Region,Russia; Ukraine; DPR; LNR; Zaporizhzhia; Kherson; Geopolitics; International Relations; Constitutional Law
ВЕСТИ_44046,"МИД Норвегии вызвал посла России из-за референдумов в ДНР, ЛНР, Запорожской и Херсонской областях.

 @vestiru24 ",Norway; Russia; Diplomacy; Referendum; Donetsk; Luhansk; Zaporizhzhia; Kherson,Norway; Russia; MFA; Referendum; Donbas; Luhansk; Zaporizhzhia; Kherson,Norway; Russia; Ukraine; Donbas; Zaporizhzhia; Kherson; referendums; diplomatic row; diplomacy,Norway; Russia; Ambassador; Referendums; Donetsk People’s Republic; Luhansk People’s Republic; Zaporizhzhia Region; Kherson Region,Norway; Russia; Diplomacy; Ukraine Conflict; Referendums; International Relations
ВЕСТИ_44152,"Таможенный контроль на границе между Херсонской областью и Крымом перестал существовать после вхождения региона в РФ,  сообщил замглавы ВГА Херсонской области Кирилл Стремоусов.

 @vestiru24 ",Ukraine; Crimea; Russia; Customs Control; Border Control,Kherson Region; Crimea; Russia Annexation; Customs Control,Kherson Region; Crimea; Russia; Ukraine; Customs Control,Customs Control; TRUE; Kherson Region; TRUE; Crimea; FALSE; ,customs control; Kherson region; Crimea; Russia annexation; border policy
ВЕСТИ_44158,"❗️Владимир Путин назначил указами врио губернатора Херсонской области Сальдо, Балицкого - врио губернатора Запорожской области.

 @vestiru24 ",Vladimir Putin; Kherson; Zaporizhzhia; Acting Governor; Politics; Russia,Ukraine; Russia; Kherson Region; Zaporizhzhia Region; Vladimir Putin,Russia; Ukraine; Vladimir Putin; Saldo; Balitsky,Putin; acting governor; Ukraine; Kherson Region; Zaporizhzhia Region,Vladimir Putin; Russia; Ukraine; Kherson; Zaporizhzhia; acting governor; political appointments
ВЕСТИ_44250,"с 6 по 21 октября в некоторых школах Херсонской области в целях безопасности устанавливаются каникулы . Об этом сообщили в Минобразования области.

 @vestiru24 ",Ukraine; Kherson region; school holidays; education; security; Ministry of Education,Education; Safety; Kherson Region,Ukraine; Kherson Region; School Closures; Conflict; Safety Concerns,school holidays; Kherson region; June - October,Herson Region; School Breaks; Safety Measures; Education Ministry
ВЕСТИ_44359,"ДНР и ЛНР, Запорожская и Херсонская области включены в перечень субъектов РФ в Конституции России.  Обновленный текст опубликован. 

 @vestiru24 ",Russia; Constitutional Changes; DPR; LPR; Zaporizhzhia; Kherson; Territorial Integrity,Russia; Ukraine; Donbas; Constitution,NA,Russia; Constitution; DNR; LNR; Zaporizhzhia region; Kherson region,Russia; Constitution; Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia region; Kherson region; Ukraine conflict
ВЕСТИ_44562,"Запасов топлива в Херсонской области достаточно на длительный период, ЧП на Крымском мосту не повлияет на обеспечение региона. Об этом сообщил врио губернатора области Владимир Сальдо.

 @vestiru24 ",Kherson Oblast; Crimean Bridge; Fuel Supplies; Vladimir Saldo; ЧП (Чрезвычайное происшествие - Emergency Incident),Herson Region; Fuel Reserves; Crimea Bridge Incident,Herson region; fuel supplies; Krymsky bridge; Ukraine; crisis; region security,Kherson region; fuel reserves; Crimea bridge incident; Vladimir Saldo,Kherson Region; Fuel Reserves; Crimean Bridge Incident; Vladimir Saldo
ВЕСТИ_44563,"Cитуация с обеспечением топливом, газом и электроснабжением потребителей Крыма, Херсона и Запорожья стабильная,  заявили в Минэнерго России.

◽️Рисков дефицита топлива в Крыму, Херсоне и Запорожье нет, запасы на достаточном уровне.

 @vestiru24 ",Крым; Херсон; Запорожье; Министерство энергетики России; топливо; газ; электроэнергия; дефицит,Energy Supply; Occupied Territories; Russia; Ministry of Energy,Russia; Energy; Ukraine; Crimea; Kherson; Zaporizhzhia,fuel supply stability; Crimea; Kherson; Zaporizhzhia,energy; fuel supply; Russia; Crimea; Kherson; Zaporozhye
ВЕСТИ_44614,"Ремонтные бригады восстановили газоснабжение Каховки Херсонской области,  нарушенное после теракта 29 сентября, сообщила администрация Новой Каховки.

 @vestiru24 ",Каховка; Херсонская область; Газоснабжение; Теракт; Ремонт; Администрация Новой Каховки,gas supply; Kakhovka; Kherson region; repair crews; restoration; terrorism,Ukraine; Kherson; gas supply; terrorist attack,TRUE; TRUE,Kahovka; gas supply restoration; Kherson region; terrorist attack; repair teams
ВЕСТИ_44627,"❗️"" На протяжении не только этих восьми лет, но и тридцати лет мы вели диалог, убеждали, говорили "". Вячеслав Володин ответил на вопрос автора и соведущего программы ""Москва. Кремль. Путин"" на телеканале ""Россия 1""  Павла Зарубина , надо ли было ждать восемь лет, чтобы принять в состав РФ ДНР, ЛНР, Херсонскую и Запорожскую областей.  ""Мы всегда стремимся к миру. Ведь вы посмотрите, на протяжении не только этих восьми лет, а тридцати лет мы вели диалог, убеждали, говорили. И в ситуации уже безысходности приняты были решения. Нам другого пути просто не оставили. Весь диалог, который длился десятилетиями, мы провели, весь этот путь прошли. По-другому нельзя "", – отметил Володин. 

 Все подробности только на ""Смотрим"":  smotrim.ru/mkp 

 @vestiru24 ",Vse podrobnosti tol'ko na 'Smotrim'; Vse podrobnosti tol'ko na 'Smotrim'; Vse podrobnosti tol'ko na 'Smotrim',Russia; Ukraine Conflict; DPR and LPR; Vladimir Putin; Peace Strategy,NA,Putin; Russia; peace,Russia; Ukraine conflict; DNR; LNR; Kherson; Zaporizhzhia; Vladislav Volodin; integration; dialogue; peace efforts
ВЕСТИ_44871,"Глава СК РФ Бастрыкин подписал приказ о создании следственных управлений на территории ДНР, ЛНР, Запорожской и Херсонской областей .

 @vestiru24 ",Russia; Ukraine; Conflict; Investigation; Occupied Territories; Bashtkin,Russia; Investigative Committee; Donbas; Luhansk People's Republic; Zaporizhzhia; Kherson; Alexander Bastrykin,Russia; Donbass; Luhansk; Zaporizhzhia Region; Kherson Region,Bastrykin; Chaika,Russia; Investigative Committee; DNR; LNR; Zaporozhye; Kherson; Geopolitical Tensions
ВЕСТИ_45182,"Генассамблея ООН приняла антироссийскую резолюцию, не признающую референдумы в ДНР, ЛНР, Херсонской и Запорожской областях.  За резолюцию голосовали 143 страны, против – 5 стран. Это Россия, Белоруссия, Сирия, КНДР, Никарагуа. 35 стран воздержались.

 @vestiru24 ",UN; Russia; Referendums; DPR; LPR; Kherson; Zaporizhzhia; Resolution,UN General Assembly; Russia; Ukraine; Referendum; International Relations,UN General Assembly; anti-Russian resolution; referendums in Donbas; Crimea; Ukraine; Russia; Belarus; Syria; North Korea; Nicaragua,UN General Assembly; Russia; Belarus; Syria; North Korea; Donetsk People's Republic; Luhansk People's Republic,UN General Assembly; Anti-Russian Resolution; Referendums in Donbas and Southern Ukraine; International Recognition; Voting Results
ВЕСТИ_45183,"Российская Федерация сожалеет о том, что председатель 77-й сессии Генеральной Ассамблеи ООН способствовал тому, чтобы Запад мог оказать максимальное давление на развивающиеся страны в вопросе голосования по антироссийской резолюции по референдумам в ДНР, ЛНР, Херсонской и Запорожской областях, а также по ситуации на Украине,  заявил постоянный представитель РФ при ООН Василий Небензя.

 @vestiru24 ",Russia; United Nations; Ukraine; Referendums; Western Pressure,UN General Assembly; Russia; Pressure; Developing Countries; Referendums,Russia; UN General Assembly; Anti-Russia Resolution; Referendums in Donbas; Kherson Region; Zaporizhzhia Region; Ukraine,Russia; UN; Vasily Nebenzia; anti-Russia resolution; referendum; Ukraine,Russia; United Nations General Assembly; Voting on Resolution; Western Pressure; Developing Countries; Referendums in DNR and LNR; Kherson and Zaporizhzhia Regions; Ukraine Situation; Vasily Nebenzya
ВЕСТИ_45264,"Владимир Сальдо обратился к руководству Российской Федерации с просьбой помочь в организации выезда жителей Херсонской области .  ""Хочу попросить у вас помощи в организации такой работы. Мы, жители Херсонской области, конечно же знаем, что Россия своих не бросает, и Россия всегда подставляет плечо там, где это трудно"",  - отметил он в своем Telegram-канале. 

 @vestiru24 ",Херсонская область; Владимир Сальдо; Россия; вывоз жителей; оккупация,Ukraine; Russia; Kherson Region; Evacuation; Military-Civilian Administration,NA,Kherson; Russia; departure,Vladimir Saldo; Kherson Region; Russian Federation; Evacuation; Telegram
ВЕСТИ_45302,"Правительство РФ приняло решение помочь в организации выезда жителей Херсонской области в другие российские регионы . Об этом заявил Марат Хуснуллин.

 @vestiru24 ",Russia; Kherson; Relocation; Government; Migration,Russian Government; Evacuation Plan; Kherson Region; Marat Huseynullin,Russia; Zaporizhzhia Region; Migration; Refugees,Russia; Kherson Oblast relocation assistance; internal migration,Russian Government; Kherson Region; Relocation Assistance; Marat Khusnullin
ВЕСТИ_45303,"Жители Херсонской области, которые решат остаться в других регионах России, будут обеспечены бесплатным жильем.  Об этом рассказал Марат Хуснуллин. 

 @vestiru24 ",Херсонская область; Россия; бесплатное жилье; Министерство строительства и ЖКХ,Ukraine; Russia; Refugees; Housing Assistance; Marat Husnulov,Russia; Khabarovsk Krai; Kherson Oblast; Free Housing; Relocation,Kherson Region; free housing; Marat Husnulov,Kherson Region; Russia; Housing Policy; Marat Khusnullin
ВЕСТИ_45880,"Четыре новых региона зарегистрировали в государственном каталоге географических названий РФ.  В Росреестр внесли ДНР, ЛНР, Херсонскую и Запорожскую области. Наименования географических объектов внутри регионов будут внесены в реестры и опубликованы после того, как завершится их выявление, регистрация и учет. 

 @vestiru24 ",ДНР; ЛНР; Херсонская область; Запорожская область; Россия; Росреестр; географические названия,Russia; Geographical Names; Donetsk People's Republic; Luhansk People's Republic; Kherson Region; Zaporizhzhia Region,Russia; Geographical Names; Donetsk People's Republic; Luhansk People's Republic; Kherson Region; Zaporizhzhia Region; State Catalogue of Geographical Names; Government; News,Russia; Geographical Names Register; Donetsk People's Republic; Luhansk People's Republic; Kherson region; Zaporizhzhia region,Russia; geographical names; Rosreestr; Donetsk People's Republic; Luhansk People's Republic; Kherson Oblast; Zaporizhzhia Oblast
ВЕСТИ_45892,"❗️Для жителей из ряда районов Херсонской области рядом с линией соприкосновения в целях безопасности объявлен добровольный выезд.  Об этом сообщил врио губернатора региона Владимир Сальдо. "" Существует непосредственная опасность затопления территорий в связи с планируемым разрушением плотины Каховской ГЭС и сброса воды с каскада электростанций выше по течению Днепра"", -  заявил Сальдо.

 @vestiru24 ",Kherson region; Kakhovka Dam; evacuation; safety; Ukraine; Russia; conflict,Voluntary Evacuation; Safety Concerns; Hercovska Region; Vladimir Saldo; Kakhovka Dam,Kherson Region; Ukraine; Flooding; Dnipro River; Kakhovka Hydroelectric Power Plant; Vladimir Saldo,Herson Region; Voluntary Evacuation; Contact Line; Safety Concerns; Flooding Threat,Kherson Region; Voluntary Evacuation; Kahovka Dam; Flood Risk; Dnieper River; Ukraine Conflict
ВЕСТИ_45925,"❗️ Власти Херсонской области планируют переместить на левый берег Днепра и в другие регионы РФ примерно 50-60 тыс. человек,  сообщил врио губернатора региона Владимир Сальдо.

▪️Перемещение мирных жителей из правобережной части Херсонщины на левый берег и в другие регионы РФ займет порядка шести дней.

▪️В речном порту города уже стоят катера с людьми, которые готовы отправиться на левый берег, но напряженности в городе нет.

 @vestiru24 ",Ukraine; Russia; Herson; Evacuation; Dnieper River; Vladimir Saldo; vesmironline,evacuation; Kherson region; Dnieper River; Russia,Ukraine; Kherson Region; Dnipro River; Relocation; Russia,Herson region; Russia; relocation; Dnieper River,Kherson; relocation; Russia; Dnieper River; civilian evacuation
ВЕСТИ_45950,"❗️ На семь дней закрывается въезд гражданских лиц в Херсонскую область,  сообщил врио губернатора региона Владимир Сальдо.

▪️Въезд в Херсонскую область неделю будет разрешен только по пропускам комендатуры для работников снабжающих компаний.

▪️В Херсоне ведется работа по увеличению пропускной способности паромных переправ для перемещения жителей на другой берег Днепра.

▪️Все органы власти в Херсоне уже переезжают на левый берег Днепра.

▪️Переезд жителей организован за счет федерального бюджета.

▪️Более 5 тысяч человек выехали из Херсона за последние два дня.

▪️Организованный выезд учителей, врачей и других бюджетников из Херсона начнется 19 октября.

 @vestiru24 ",Kherson; Ukraine; Relocation; Security; Government,Herson; Vladimir Saldo; security concerns; evacuation; Dnieper,Kherson; Ukraine; Russia; Donbas; Separatists; Conflict; Ban; Civilian Traffic; Regional Administration; Vladimir Saldo,Kherson; Ukraine,Kherson Region; Entry Closure; Vladimir Saldo; Supply Workers; Dnieper River; Government Relocation; Federal Budget; Evacuation
ВЕСТИ_46166,"Первый замруководителя Администрации президента РФ Сергей Кириенко вручил орден Мужества матери министра сельского хозяйства Херсонской области Алексея Ковалева.  Он был убит в конце августа. Об этом сообщается в Telegram-канале военно-гражданской администрации региона.

 @vestiru24 ",Сергей Кириенко; Алексей Ковалев; Орден Мужества; Херсонская область; Администрация президента РФ,Russia; Ukraine War; Military Awards; Sergei Kiriyenko,ukraine; herson region; minister of agrarian policy; alexey kovalev; killed; death,Russia; Ukraine; Alexey Kovalev; Herson region ministry for agriculture and rural development in Ukraine; Order of Courage,Russia; Order of Courage; Kherson Region; Agriculture Ministry; Sergey Kiriyenko; Alexey Kovalyov
ВЕСТИ_46227,"❗️ Школьники из ДНР, ЛНР, Херсонской и Запорожской областей возрастом с 10 до 15 лет получат скидку 50% для путешествия в поездах,  сообщили в Минтрансе РФ.

 @vestiru24 ",Russia; Ukraine; Donetsk; Luhansk; Kherson; Zaporizhzhia; Railways; Discount; Education; Conflict,Donbas; LNR; children's travel; train discounts; Russia-Ukraine conflict,Russia; Ukraine; Train Tickets; Discounts; Children; Ministry of Transport; Russian Railways,Russia; transport discount; school children; train travel; Donetsk People's Republic; Luhansk People's Republic; Kherson region; Zaporizhzhia region,DNR; LPR; Kherson region; Zaporizhzhia region; schoolchildren; train travel; discount; Ministry of Transport Russia
ВЕСТИ_46334,"Двоих из десяти журналистов херсонской телерадиокомпании ""Таврия"" доставили на лечение в Крым.  Об этом сообщил член Общественной палаты РФ Александр Малькевич, передает ТАСС. 

 @vestiru24 ",Russia; Kherson; Tavr; Public Chamber; Journalists; Crimea; TASS; vestiru24,Crimea; Kherson; Journalists; Treatment; Public Chamber,Russia; Crimea; Journalists; Tavria TV,Kherson TV station 'Tavria'; hospitalization; Crimea,Kherson; Tavria TV and Radio Company; Crimea; Medical Treatment; Public Chamber of Russia; Alexander Malkevich; TASS
ВЕСТИ_46414,"Из-за проведения технических работ есть перебои в работе кабельного интернета в Херсонской области.  Об этом сообщила областная администрация. Полноценный доступ к сети будет восстановлен в ближайшее время. 

 @vestiru24 ", Херсонская область; интернет; технические работы; перебои в работе,Internet Outage; Technical Work; Kherson Oblast,Kherson region; internet disruption; technical works; cable internet,Kherson region; internet disruption; technical work,Kherson; internet outage; technical works; regional administration
ВЕСТИ_46431,"Первые жилищные сертификаты жителям Херсонской области, которые были вынуждены покинуть правый берег Днепра и сам Херсон, вручили в Анапе.  Крышей над головой обеспечили двух многодетных матерей – у одной из них шестеро детей, у другой – семеро. Также первый вице-губернатор Кубани подчеркнул, что согласно решению правительства будет выплачиваться единовременная выплата по 100 тысяч рублей на каждого члена семьи.

 @vestiru24 ",Kherson; Anapa; Housing; Government; Kuban; Single Mothers; Financial Assistance,Housing Certificates; Kherson Region; Anapa; Single-Time Payment,NA,housing certificates; Kherson region; displaced residents; Anapa,Housing Certificates; Kherson Region; Anapa; Displacement; Multi-child Families; Government Assistance; One-time Payment
ВЕСТИ_46466,"В Херсоне на улице сработало самодельное взрывное устройство, погиб один человек,  сообщили власти региона.

 @vestiru24 ",Херсон; взрыв; самодельное взрывное устройство; гибель,Explosive Device; Kherson; Incident; Fatalities,Ukraine; Kherson; explosion; homicide,Kherson; explosion; self-made bomb; fatality,Kherson; explosion; improvised explosive device; death; regional authorities
ВЕСТИ_46513,"Премьер-министр Михаил Мишустин выделил более 353 млн рублей на проведение углубленного профилактического медицинского осмотра детей в ДНР, ЛНР, а также в Херсонской и Запорожской областях. Отмечается, что финансирование позволит обследовать свыше 80 тыс. детей.

 @vestiru24 ",Russia; Ukraine; Mikhail Mishustin; Healthcare; Children; Donetsk; Luhansk; Kherson; Zaporizhzhia; Funding; Health Check,Medical Checkups; Children's Health; Donbas; Southern Ukraine; Mishustin,Russia; Donbas; South Ukraine; Healthcare; Mikhail Mishustin,Russia; Mikhail Mishustin; Prime Minister of Russia; Donetsk People’s Republic; Lugansk People's Republic; Kherson region; Zaporizhzhia region,Russia; Ukraine; healthcare; children; medical examinations; Donetsk People's Republic; Luhansk People's Republic; Kherson region; Zaporizhzhia region
ВЕСТИ_46568,"Дмитрий Чернышенко сообщил об открытии ВГТРК своих отделений в Донецкой и Луганской народных республиках, а также в Херсонской и Запорожской областях.  В ходе встречи с Владимиром Путиным запредседателя правительства также рассказал, что в данных регионах восстанавливаются сети связи, в частности выделены ""емкости  под ""+7"" для телефонных номеров. Кадры показали в эфире телеканала ""Россия 24"".

 @vestiru24 ",VGTK; Donetsk People's Republic; Luhansk People's Republic; Kherson; Zaporizhzhia; Russia 24; occupied territories; communication networks,State Corporation; Radio Electronics; Donbass; Southern Ukraine; Communication Networks,NA,VGTRK; Donetsk People’s Republic; Lugansk People’s Republic; Kherson Region; Zaporizhzhia Region,VGTRK; Donetsk People's Republic; Luhansk People's Republic; Kherson region; Zaporizhzhia region; communication networks; Russian phone numbers; Russia 24
ВЕСТИ_46736,"В ДНР, ЛНР, Запорожской и Херсонской областях с января 2023 года регистрировать права на недвижимость, вести кадастровый учет и предоставлять выписки из ЕГРН начнут территориальные органы Росреестра. Сейчас соответствующие полномочия осуществляют уполномоченные органы региональной власти. Также на новых территориях РФ откроются филиалы публично-правовой компании ""Роскадастр"", сообщает пресс-служба Росреестра.

 @vestiru24 ",Росреестр; недвижимость; кадастр; ЕГРН; ДНР; ЛНР; Запорожская область; Херсонская область; Роскадастр,Russia; Ukraine; Property Registration; Rosreestr; Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia Oblast; Kherson Oblast,Rosreestr; DNR; LNR; Zaporizhzhia region; Kherson region; Unified State Register (USR),"real estate; property rights registration; cadastre services; EGRN extracts; Federal Service for State Registration, Cadastre and Cartography",real estate; cadastral accounting; Unified State Register of Rights; DNR; LNR; Zaporizhzhia region; Kherson region; Rosreestr; Roskadaster
ВЕСТИ_46767,"В Херсоне сообщают о взрыве.  Как пояснили в экстренных службах, в городе совершили контролируемый подрыв неразорвавшихся снарядов.

 @vestiru24 ",Kherson; Explosion; Unexploded Ordnance; Controlled Demolition; Emergency Services,explosion; unexploded ordnance; controlled demolition; Kherson,NA,Kherson explosion; explosions; unexploded ordnance,Kherson; controlled explosion; unexploded ordnance; emergency services
ВЕСТИ_46768,"В Херсоне диверсанты напали на РОВД, пытаясь похитить оружие,  сообщили экстренные службы. Нападавшие успели выстрелить из гранатомета, сейчас их разыскивают.

 @vestiru24 ",Херсон; РОВД; диверсанты; похищение оружия; гранатомет; разыскиваются,diversion; attack; weapons theft; police station; Kherson,NA,Hershey; Pennsylvania; attack on police station,Kherson; attack; police department; sabotage; weapons seizure; emergency services
ВЕСТИ_47365,"Задержан второй подозреваемый в нападении на РОВД в Херсоне,  сообщили экстренные службы.

 @vestiru24 ", Херсон;  нападение;  полиция;  задержание,attack; detention; suspects; emergency services; Kherson,NA,TRUE; TRUE; TRUE,Kherson; ROVD; attack; suspect detained; emergency services
ВЕСТИ_47393,"Торговые точки на Центральном рынке Херсона теперь работают за рубли по официально установленному курсу.  Об этом сообщил заместитель главы ВГА Херсонской области. Также расплатиться можно и украинской валютой. Курс составляет 1.25 рубля за одну гривну.  ""Продавцы, которые ранее отказывались принимать российские купюры или проводили махинации с курсом, получили строгое предупреждение от органов власти"" , — добавил он в своем Telegram-канале.

 @vestiru24 ",Kherson; Central Market; Rubles; Currency; Ukraine; Russia; Price Manipulation,Central Market; Kherson; Rubles; Official Exchange Rate; Ukrainian Hryvnia,Herson; Ukraine; Central Market; Rubles; Exchange Rate; Russian Rubles; Hryvnia,Herson; Ukraine; Russian Ruble; Exchange Rate,Kherson; Central Market; currency exchange; rubles; hryvnia; official rate; Russian-Ukrainian relations
ВЕСТИ_47452,"Первоначальные работы по обеспечению энергоснабжения социально значимых объектов и жилых домов в ЛНР, ДНР, Запорожской и Херсонской областях завершены, сообщили в Минэнерго.

 @vestiru24 ",energy; LNR; DNR; Zaporizhzhia; Kherson; ministry of energy,Energy Supply; Socially Significant Objects; Residential Houses; LNR; DNR; Zaporizhzhia; Kherson,Ukraine; Energy Ministry; Donbas Region; Power Supply; Residential Buildings,energy; socially significant objects; residential housing; Donetsk People’s Republic; Lugansk People’s Republic; Zaporizhzhia Region; Kherson Region,energy supply; socially significant objects; residential buildings; LNR; DNR; Zaporizhzhia region; Kherson region; Ministry of Energy
ВЕСТИ_47611,"Власти Херсонской области рассчитывают вывезти граждан из 15-километровой зоны вдоль Днепра за три дня.

 @vestiru24 ",Kherson; Evacuation; Dnipro River; Ukraine; Military Operations,Evacuation; Dnipro River; Kherson Region; Emergency Response; Military Conflict,Ukraine; Chernobyl; Evacuation; Nuclear Safety,Kherson region; evacuation plan; Dnieper River,Kherson Oblast; evacuation; Dnieper River; security; Ukraine
ВЕСТИ_47681,"Буксир с мирными жителями обстреляли в Херсонской области , сообщают экстренные службы.

 @vestiru24 ",Kherson region; shelling; civilian shipping vessel; emergency services,Ukraine-Russia Conflict; Military Operations; Civilian Casualties; Emergency Services; Kherson Region,NA,Kherson Region Attack; Truck Shooting Incident; Civilian Casualties,Kherson region; tugboat attack; civilians; emergency services; security
ВЕСТИ_47799,"Движение гражданского транспорта через Днепр прекращено , сообщили власти Херсонской области.

 @vestiru24 ",Kherson; Dnipro; Civilian Traffic; Suspension; Ukraine,Dnipro; Kherson Region; Traffic Halt; Civilians,Ukraine; Kherson Region; Dnipro River; Civilian Transport; Conflict; Russia,Dnieper; civilian transport; Kherson region; transport halt,Dnipro; Kherson Oblast; civilian transport; river crossing suspension
ВЕСТИ_47897,"В Херсоне прогремело несколько взрывов,  сработала система ПВО.

 @vestiru24 ",Херсон; Взрывы; ПВО; Украина,Explosions; Air Defense; Kherson,NA,Ukraine conflict; Russia-Ukraine war 2023; war crimes,Kherson; explosions; air defense system; emergency response
