doc_id,text,gemma3,owl/t-lite,llama3.2,phi4-mini,phi4
ВЕСТИ_41701,"Кадры задержания сотрудниками ФСБ России боевиков, которые планировали теракты в Херсонской области и Крыму.

 @vestiru24 ",Kherson; Crimea,Херсонская область; Крым,NA,Kherson Oblast; Crimea,Kherson Region; Crimea
ВЕСТИ_41763,"На ректора Херсонского госуниверситета Татьяну Томилину совершено покушение.  В ее подъезде сработало СВУ — женщина получила легкие ранения, передает РИА Новости. 

 @vestiru24 ",Kherson; Russia,"Kherson, Ukraine",NA,Kherson; Ukraine,Kherson State University
ВЕСТИ_42081,"Подборка самых важных и актуальных новостей этого дня:

➡️ Владимир Путин встретился с Си Цзиньпином

 ➡️ Пресечено вторжение украинского десанта в Херсонскую область

 ➡️ Захарова получила визу США для участия в Генассамблее ООН

 ➡️ Мишустин: правительство РФ направит еще 56 млрд рублей на льготную ипотеку

 ➡️ В Запорожье пострадали российские журналисты

 @smotrim_ru ",Russia; Ukraine; Herson; Zaporizhzhia; United States,"Moscow, Russia; Kherson, Ukraine; New York City, USA; Zaporizhzhia, Ukraine",Zaporizhzhia Region; United States; Russia; Zaporizhzhia,Kherson Oblast,Russia; China; Ukraine; Kherson Oblast; United States; Zaporizhzhia
ВЕСТИ_42285,"В центре Херсона слышны звуки стрельбы из стрелкового оружия.  Об этом сообщили оперативные службы.

 @vestiru24 ",Kherson,central Hersey,NA,center,Kherson
ВЕСТИ_42309,"Воздушная тревога объявлена в Новой Каховке Херсонской области, сообщается в Telegram-канале ВГА города.

 @vestiru24 ",Nova Kakhovka; Kherson region,Nova Kakhovka; Kherson Region,NA,NA,Nova Kakhovka
ВЕСТИ_42396,"""Инцидент со стрельбой в Херсоне в субботу вечером не был связан с проникновением украинских диверсантов - его устроила ""группа идиотов"" с ""минимальным оружием"",  - заявил заместитель ВГА Херсонской области Кирилл Стремоусов.

 @vestiru24 ",Kherson,Kherson,Herson; Ukraine,Kherson,Kherson
ВЕСТИ_42420,"Владимир Сальдо после лечения вернулся к руководству Херсонской областью, сообщили в администрации области.   

 @vestiru24 ",Kherson Region; Ukraine,Kherson; Ukraine,NA,NA,Kherson region
ВЕСТИ_42474,"Власти Херсонской области сделают во вторник заявление по вопросу голосования, сообщил замглавы администрации области Стремоусов.

 @vestiru24 ",Херсон,Kherson; Ukraine,NA,NA,Kherson Oblata
ВЕСТИ_42490,"❗️Общественный совет Херсонской области обратился к главе региона с инициативой немедленно провести референдум о признании субъектом Российской Федерации.

 @vestiru24 ",Herson,Херсонская область,Herson Region; Ukraine,Херсонская область; Россия,Kherson Region
ВЕСТИ_42495,"❗️Референдум о вхождении Херсонской области в состав России состоится в кратчайшие сроки, сообщает глава Общественного совета региона.

 @vestiru24 ",Kherson; Russia,Kherson region,Kherson Region; Ukraine,Херсонская область,Kherson region
ВЕСТИ_42518,"❗️Администрация Херсонской области приняла решение о проведении референдума по вхождению региона в состав России, заявил Владимир Сальдо.

 ▪️После референдума в Херсонской области обращусь к Путину, чтобы как можно скорее юридически утвердить итоги волеизъявления.

 @vestiru24 ",Herson; Russia; Ukraine,Herson region; Russia,Kherson Region; Russia; Ukraine,Херсонская область; Россия,Херсонская область
ВЕСТИ_42555,"⚡️Референдум по вхождению Херсонской области в состав России тоже назначен на 23 - 27 сентября.

 @vestiru24 ",Kherson,Херсонская область,NA,Kyiv,Kherson region
ВЕСТИ_42574,"ЦИК России окажет содействие избирательным комиссиям ДНР, ЛНР, Запорожской и Херсонской областей  в организации избирательных участков на территории РФ, заявил Николай Булаев. Они потребуются для жителей, которые вынужденно уехали с территории Украины и Донбасса. "" У граждан должна быть возможность проголосовать, и мы такую возможность нашим коллегам поможем создать "", – сказал зампредседателя Центризбиркома.

 @vestiru24 ",Russia; DPR; LPR; Zaporizhzhia; Kherson,Russia; Donetsk People's Republic; Luhansk People's Republic; Zaporozhye Region; Kherson Region,Donbass; Zaporizhzhia; Kherson; Crimea,NA,Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia Oblast; Kherson Oblast
ВЕСТИ_42590,"Париж считает, что готовящиеся в ЛНР, ДНР, Запорожской и Херсонской областях референдумы не будут иметь юридической силы, заявил Макрон. 

▪️Французский лидер добавил, что рассчитывает переговорить с Владимиром Путиным в ближайшие дни. СМИ сообщают, что сегодня Макрону было отказано в разговоре. 

 @vestiru24 ",Paris; France; Russia; Ukraine,Luhansk People's Republic; Donetsk People's Republic; Zaporizhzhia region; Kherson region,Donbas region; Zaporizhzhia region; Kherson region,NA,"Paris, France; Donetsk People's Republic (DNR); Luhansk People's Republic (LNR); Zaporizhzhia Oblast, Ukraine; Kherson Oblast, Ukraine"
ВЕСТИ_42594,"❗️Глава Администрации Херсонской области Сальдо обратился к Путину с призывом поддержать выбор жителей региона о самоопределении и вхождении в состав России.

 @vestiru24 ",Kherson; Russia,"Herson, Ukraine",NA,Ukraine; Herson,Kherson
ВЕСТИ_42599,"Более 500 тысяч избирателей станут участниками референдума в Запорожской области.  Об этом сообщили в избиркоме региона. 

На территории области созданы 394 избирательных участка и 85 за ее пределами — в России, ЛНР, ДНР и Херсонской области.

 @vestiru24 ",Zaporizhzhia region,Zaporizhzhia; Russia; LNR; Donetsk People's Republic (DPR); Kherson,Zaporizhzhia Region; Russia; LPR (Luhansk People's Republic); DNR (Donetsk People's Republic); Kherson Oblast,Zaporizhzhia; Russia; LNR; DNR; Kherson,Zaporizhzhia region; Russia; Luhansk People's Republic (LNR); Donetsk People's Republic (DNR); Kherson region
ВЕСТИ_42602,"Результаты планируемых референдумов в ДНР, ЛНР, Херсонской и Запорожской областях ""не получат признания"" ЕС . Об этом заявил Жозеп Боррель.

 @vestiru24 ",Donetsk; Luhansk; Kherson; Zaporizhzhia,Donetsk People's Republic (DPR); Luhansk People's Republic (LPR); Kherson; Zaporizhzhia,NA,NA,Donetsk People's Republic (DNR); Luhansk People's Republic (LNR); Kherson region; Zaporizhzhia region
ВЕСТИ_42612,"Херсонщина рассчитывает войти в состав России как отдельный субъект - Херсонская область , заявил глава ВГА.

 @vestiru24 ",Kherson Oblast; Russia,Херсонщина; Россия,Ukraine; Herson Region; Volyn Region,Kherson,Kherson Region
ВЕСТИ_42720,"Лавров: ДНР, ЛНР, Запорожская и Херсонская области вправе воспользоваться правом на самоопределение в соответствии с уставом ООН.

 @vestiru24 ",DPR; LPR; Zaporizhzhia; Kherson,Donetsk People's Republic; Luhansk People's Republic; Kherson Region; Zaporizhzhia Region,Donbass; Luhansk; Zaporizhzhia; Kherson,NA,Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia Oblast; Kherson Oblast
ВЕСТИ_42737,"ЕС введет новые санкции против руководства России и людей, вовлеченных в организацию референдумов в ДНР, ЛНР, Херсонской и Запорожской областях.  Об этом заявил верховный представитель ЕС по иностранным делам и политике безопасности Жозеп Боррель по итогам неформальной встречи глав МИД сообщества в Нью-Йорке.

 @vestiru24 ",EU; Russia; Donetsk; Luhansk; Kherson; Zaporizhzhia,Donetsk; Luhansk; Kherson; Zaporizhzhia,NA,Donetsk region; Luhansk region; Kherson Oblast; Zaporizhzhia Oblast,New York
ВЕСТИ_42819,"В Херсонской области ликвидировали диверсантов, планировавших теракты на объектах гражданской инфраструктуры для срыва референдума, сообщили в МВД.

 @vestiru24 ",Kherson region,"Kherson Region, Ukraine",Kherson region; Ukraine,NA,Kherson Region
ВЕСТИ_42836,"Избирательные участки для голосования по вопросам вхождения освобожденных территорий ДНР, ЛНР, Херсонской и Запорожской областей открылись в Елизовском муниципальном районе Камчатки. Всего на Камчатке действуют четыре избирательных участка на территории пунктов временного размещения вынужденных переселенцев, они будут работать до 27 сентября. 

 @vestiru24 ","Elisovo municipal district, Kamchatka, Russia","Elistaovsky district, Kamchatka",NA,NA,"Elizovsky Municipal District, Kamchatka"
ВЕСТИ_42840,"Если жители ДНР, ЛНР и освобожденных территорий Украины примут решение войти в состав России, то мы их поддержим , написал председатель Госдумы Вячеслав Володин в своем Telegram-канале.  ""У жителей Донецкой и Луганской народных республик, Запорожской и Херсонской областей есть право на самоопределение, которое закреплено в Уставе ООН"" , - подчеркнул он.

 @vestiru24 ",DPR; LPR; Zaporizhzhia; Kherson; Russia,Moscow; Kyiv; Donetsk; Lugansk; Kherson; Zaporizhzhia,Donbas; Luhansk; Zaporizhzhia; Kherson,Donetsk; Luhansk; Zaporizhzhia region in Ukraine,Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia Oblast; Kherson Oblast
ВЕСТИ_42844,"В Луганской и Донецкой народных республиках, Запорожской и Херсонской областях стартовали референдумы о вхождении в состав России.  По соображениям безопасности, до 26 сентября голосование проведут на придомовых территориях, а 27 числа - в избирательных участках. К подготовке избирательных участков местные жители подошли со всей ответственностью – как взрослые, так и юные помощники.

 @vestiru24 ",Ukraine; Russia,Lugansk and Donetsk People’s Republics; Zaporizhzhia and Kherson Regions,Luhansk People's Republic; Donetsk People's Republic; Zaporizhzhia Region; Kherson Region; Ukraine,NA,Luhankaya Narodnaya Respublika; Donetska Narodnaya Respublika; Zaporozhye oblast; Kherson oblast
ВЕСТИ_42851,"Валентина Матвиенко поздравила жителей ЛНР, ДНР, Запорожской и Херсонской областей с началом референдума . Она подчеркнула, что у жителей есть законное право сделать свой выбор, а если они решат стать частью России, то РФ ""медлить не будет"".  ""Как результат последовали восемь лет никем не сдерживаемой жестокости со стороны нацистско-бандеревского режима. И думаю, не ошибусь, если скажу, что люди на референдуме уже фактически выбирают между жизнью и смертью"" , - отметила председатель Совфеда.

 @vestiru24 ",LPR; DPR; Zaporizhzhia; Kherson; Russia,Donetsk People's Republic (DPR); Lugansk People's Republic (LPR); Zaporizhzhia Region; Kherson Region,Donbass; Luhansk People's Republic; Crimea,Donetsk region; Luhansk region; Zaporizhzhia Oblast; Kherson Oblast,Luhansk People's Republic; Donetsk People's Republic; Zaporizhzhia Oblast; Kherson Oblast
ВЕСТИ_42861,"В Херсонской области проходит референдум по вопросу вхождения в состав Российской Федерации.  С самого утра жители региона выстраиваются в очереди к избирательным участкам.  ""Мы ждали этого дня!""  - признаются они. Голосование продлится с 23 по 27 сентября. 

 @vestiru24 ","Kherson Region, Ukraine",Kherson Region; Russia,NA,Ukraine,Kherson Region
ВЕСТИ_42885,"Глава Администрации Херсонской области Владимир Сальдо проголосовал на референдуме по вхождению в состав России.   ""Сегодня такой день, что бывает в истории один раз в несколько столетий. Я лично знал, что это произойдет, всегда. Я всегда ощущал себя в составе огромной семьи, которая называется Россия. Мечты сбылись"" , - отметил он.

 @vestiru24 ",Kherson Region; Russia,"Herson, Ukraine",Europe; Russia; Ukraine; Kherson Region,NA,Kherson Region
ВЕСТИ_42898,"Сегодня на территориях ДНР, ЛНР, Херсона и Запорожской области проводится референдум о присоединении к России . В честь этого по всей территории нашей страны проходят торжественные митинги. Тысячи россиян выражают поддержку жителям освобожденных территорий. 

 @vestiru24 ",DNR; LNR; Kherson; Zaporizhzhia; Russia,Moscow; St. Petersburg; Novosibirsk; Yekaterinburg; Kazan,NA,Donetsk People's Republic; Luhansk People's Republic,Donetsk People's Republic; Luhansk People's Republic; Kherson; Zaporizhzhia region
ВЕСТИ_42902,"На Манежной площади в Москве проходит акция ""Своих не бросаем"" в поддержку референдумов в ЛНР, ДНР, Херсонской и Запорожской областях.  Люди вышли с флагами России и георгиевскими лентами; аналогичные мероприятия проходят и в других городах страны.

 @vestiru24 ","Manezhnaya Square, Moscow","Moscow, Manezhnaya Square",NA,Manezh Square in Moscow,"Manezhnaya Square, Moscow"
ВЕСТИ_42906,"""Наши люди ни в каких обстоятельствах своих не бросают"" , - указал Владимир Машков, выступая на митинге-концерте ""Своих не бросаем"" на Манежной площади в поддержку референдумов в ЛНР, ДНР, Херсонской и Запорожской областях.  ""Счастье – это когда ты прав и смел. И люди на этих территориях именно такие. И мы с ними навсегда. Победа за нами!"" -  сказал он. Кадры показали в эфире телеканала ""Россия 24"".

 @vestiru24 ",Manezhnaya Square; LNR; DNR; Kherson; Zaporizhzhia,"Moscow, Mанежная площадь",Moscow; Donbas region; Manezhnaya Square; Ukraine,LPR; DPR; Kherson region; Zaporizhzhia region,Манежная площадь
ВЕСТИ_42908,"МВД: около 50 тысяч человек пришли на митинг ""Своих не бросаем"" в Москве в поддержку референдумов в ДНР, ЛНР, Херсонской и Запорожской областях.

 @vestiru24 ",Moscow; DPR; LPR; Kherson; Zaporizhzhia,"Moscow; Donetsk, Luhansk; Kherson; Zaporizhzhia",NA,NA,"Moscow, Russia; Donetsk People's Republic (DNR); Luhansk People's Republic (LNR); Kherson region; Zaporizhzhia region"
ВЕСТИ_42933,"В ответ на референдумы, проходящие в республиках Донбасса, Запорожской и Херсонской областях Украины, против России будут введены ""быстрые и тяжелые"" экономические санкции, заявил президент США Джо Байден. Также он подчеркнул, что США не признают результаты референдумов и продолжат оказание помощи Украине.

 @vestiru24 ",Ukraine; Russia; United States,"Donbas region, Zaporizhzhia, Kherson",Donbas; Zaporizhzhia; Kherson,Ukraine,Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia Oblast; Kherson Oblast
ВЕСТИ_42945,"Сегодня второй день голосования на референдумах о вступлении в состав России.  Граждане ДНР, ЛНР, жители Херсонской и Запорожской областей активно голосуют. В Донецкой народной республике свое мнение уже выразили более 370 тысяч человек. А это значит, что проголосовал каждый четвертый житель республики. Явка в ЛНР и Запорожской области – более 20%. В Херсонской области – около 15.

 @vestiru24 ",Donetsk People's Republic; Luhansk People's Republic; Kherson Oblast; Zaporizhzhia,Donetsk People's Republic (DPR); Luhansk People's Republic (LPR); Kherson and Zaporizhzhia regions,Donbass republic; Luhansk region; Zaporizhzhia region; Ukraine,"Donetsk People's Republic; Luhansk People's Republic; Kherson region, Ukraine; Zaporizhzhia region, Ukraine",Donetsk People's Republic; Luhansk People's Republic; Kherson Oblast; Zaporizhzhia Oblast
ВЕСТИ_42965,"Жители республик Донбасса, Херсонской и Запорожской областей на референдумах по вхождению этих территорий в состав РФ выражают свою демократическую волю , заявил американский журналист Уайетт Рид, который является наблюдателем за голосованием на участках в Севастополе.  ""Все, что я видел до сих пор, было очень прозрачным, очень открытым"" , – отметил он.

 @vestiru24 ",Donetsk; Kherson; Zaporizhzhia; Sевастополь,Donetsk People's Republic; Luhansk People's Republic; Kherson Region; Zaporizhzhia Region,Donbas; Ukraine; Russia,Sevastopol,Donetsk People's Republic; Luhansk People's Republic; Kherson Oblast; Zaporizhzhia Oblast; Sevastopol
ВЕСТИ_42966,"Второй день референдумов о вхождении в состав РФ в ДНР, ЛНР, Запорожской и Херсонской областях в самом разгаре.  Люди приходят на придомовые пункты голосования и избирательные участки, кое-где даже выстраиваются очереди. Активно голосуют все - от студентов до пенсионеров. Возможность сделать выбор есть и у тех, кто находится на передовой.

 @vestiru24 ",DPR; LPR; Zaporizhzhia; Kherson,"Donetsk, DPR; Luhansk, LPR; Zaporizhzhia; Kherson",Donetsk Region; Luhansk Region; Zaporizhzhia Oblast; Kherson Oblast,DPR; LNR,Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia region; Kherson region
ВЕСТИ_42988,"Явка на референдуме в Херсонской области по итогам двух дней голосования составила 31,79%, сообщил ЦИК региона.

 @vestiru24 ",Kherson region,Herson,Zaporizhzhia Region; Ukraine,NA,Kherson Region
ВЕСТИ_42998,"Лавров: Запад закатил истерику из-за референдумов в ДНР, ЛНР, Запорожье и Херсонщине, но это реакция на призыв Зеленского русским убираться с Украины.

 @vestiru24 ",DPR; LPR; Zaporizhzhia; Kherson,Donetsk People’s Republic (DPR); Luhansk People’s Republic (LPR); Southern Ukraine (Kherson and Zaporizhzhia regions),NA,,Donetsk People's Republic (DNR); Luhansk People's Republic (LNR); Zaporizhzhia; Kherson
ВЕСТИ_43023,"Украина потребовала созвать чрезвычайное заседание Совбеза ООН из-за референдумов в ДНР, ЛНР, Херсонской и Запорожской областях о присоединении к РФ.

 @vestiru24 ",Ukraine; Russia; DPR; LPR; Kherson; Zaporizhzhia,Kyiv; Moscow; New York City,Donetsk People’s Republic (DPR); Luhansk People’s Republic (LPR); Zaporizhzhia Oblast; Ukraine,United Nations Security Council;  Donetsk Region;  Luhansk Region;  Kherson Region;  Zaporizhzhia Region,Donetsk People's Republic (DNR); Luhansk People's Republic (LNR); Kherson Oblast; Zaporizhzhia Oblast
ВЕСТИ_43035,"Избирком Херсонской области фиксирует попытки дискредитации Украиной референдума, сообщает глава избиркома.  По его словам, более 5 тыс. человек проголосовали на участках в РФ за сутки на референдуме о вхождении области в состав России. Кроме того, все участковые избирательные комиссии региона вышли на маршруты.

 @vestiru24 ",Herson; Russia,Herson region; Russian Federation,NA,NA,Herson Region
ВЕСТИ_43047,"Терактом в Херсоне украинские власти хотели не только сорвать референдум, но и ""задушить"" свободу слова, запугав журналистов , считают местные власти. Глава правительства региона отметил, что референдум будет продолжен и завершен в установленные сроки.  

 @vestiru24 ",Kherson,"Kherson, Ukraine",NA,NA,Херсон
ВЕСТИ_43070,"Явка на референдум о вхождении освобожденных территорий в состав России растет.  И это несмотря на обстрелы со стороны украинских националистов. В ДНР уже проголосовали более 55% граждан, в ЛНР более 45%, в Запорожской области свыше 36%, а в Херсонской области почти 32%. Такие данные привели в общественном ситуационном центре по наблюдению за референдумами. Также отмечается, что в числе наблюдателей есть иностранные представители. Нарушений не зафиксировано.

 @vestiru24 ",DPR; LPR; Zaporizhzhia; Kherson,Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia Region; Kherson Region,Ukraine; Donetsk People's Republic; LPR; Zaporizhzhia Region; Kherson Region,DNR; LPR; Zaporizhia Oblast; Kherson Oblast,Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia Oblast; Kherson Oblast
ВЕСТИ_43076,"❗️ 48,91% жителей Херсонской области приняли участие в референдуме  по состоянию на вечер 25 сентября, сообщает избирательная комиссия региона. 

 @vestiru24 ",Херсонская область,Kherson Region,NA,NA,Kherson Region
ВЕСТИ_43143,"Турция не признает итоги референдумов в ДНР, ЛНР, Херсонской и Запорожской областях, глава МИД Турции Чавушоглу .

 @vestiru24 ",Turkey; DNR; LPR; Kherson; Zaporizhzhia,Donetsk People’s Republic (DPR); Luhansk People’s Republic (LPR); Kherson region; Zaporizhzhia region,Donetsk; Luhansk; Zaporizhzhia; Kherson; Ukraine; Europe; Asia; Turkey; Russia; Belarus; Ukraine; Europe; Asia; Donbass; Luhansk; Zaporizhzhia; Kherson; Ukraine; Europe; Asia,NA,Donetsk People's Republic (DNR); Luhansk People's Republic (LNR); Kherson region; Zaporizhzhia region
ВЕСТИ_43188,"Великобритания на фоне референдумов в ДНР, ЛНР, Запорожской и Херсонской областях ввела новые антироссийские санкции.  В частности, ограничения введены против ""Гознака"", российских предпринимателей и представителей руководства государственных банков. 

 @vestiru24 ",Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia; Kherson,United Kingdom; Donetsk People's Republic (DPR); Luhansk People's Republic (LPR); Zaporizhzhia Oblast; Kherson Oblast,NA,United Kingdom; Donetsk People’s Republic; Luhansk People’s Republic,United Kingdom; Donetsk People's Republic (DNR); Luhansk People's Republic (LNR); Zaporizhzhia Oblast; Kherson Oblast
ВЕСТИ_43192,"""Скоро будет пройдена определенная точка невозврата"" : так глава Крыма Сергей Аксенов отреагировал на референдумы в республиках Донбасса, Херсонской и Запорожской областях. По его мнению, жители этих регионов давно решили свою судьбу.  ""Обретение нового статуса для освобожденных территорий положит конец неопределенности. Они станут полноценными субъектами Российской Федерации. А мы фактически будем проводить уже не СВО, а контртеррористическую операцию на своих территориях"" , — добавил он в своем Telegram-канале. 

Аксенов также напомнил, что Крымский референдум был проведен по всем международным законам, без единой помарки и единого огреха, но так практически никем и не признан.

 @vestiru24 ",Crimea; DPR; LPR; Kherson; Zaporizhzhia,Crimea; Donbass; Kherson Oblast; Zaporizhzhia Oblast,Crimea; Donbass; Kherson Oblast; Zaporizhzhia Oblast,Crimea; Donetsk People’s Republic; Kherson Oblast; Zaporizhia Oblast,Crimea; Donbas republics; Kherson region; Zaporizhzhia region
ВЕСТИ_43209,"❗️В Херсонской области явка на референдуме по итогам четырех дней составила 63,58%, сообщает ЦИК.

 @vestiru24 ",Kherson region,Kherson region,Zaporizhzhia region; Ukraine,NA,Kherson Region
ВЕСТИ_43287,"Уже сейчас ясно, что подавляющее большинство людей поддержали вопрос о выходе из состава Украины и присоединении к России, сообщил глава военно-гражданской администрации Херсонской области Владимир Сальдо.

 @vestiru24 ",Kherson,"Kherson region, Ukraine",Kherson Region; Ukraine; Russia,NA,Kherson
ВЕСТИ_43300,"❗️ В Херсонской области за вхождение в Россию проголосовали 97,47% по итогам обработки 12% протоколов, следует из данных избиркомов.

 @vestiru24 ",Kherson Region,Kherson; Ukraine; Russia,Kherson region; Ukraine,Kherson Oblast,Kherson Region
ВЕСТИ_43312,"Совфед России 4 октября может рассмотреть вхождение ДНР, ЛНР, Запорожской и Херсонской областей в состав РФ при положительном исходе референдумов.  Об этом сообщила Валентина Матвиенко. 

 @vestiru24 ",Russia; DNR; LPR; Zaporizhzhia; Kherson,"Moscow, Russia",NA,Donetsk People’s Republic; Luhansk People’s Republic; Zaporizhzhia Oblast; Kherson Oblast,Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia Oblast; Kherson Oblast
ВЕСТИ_43325,"❗️ 96,75% жителей Херсонской области на участках в РФ проголосовали за присоединение  – данные избиркома после подсчета 100% голосов.

 @vestiru24 ",Herson Oblast; Russia,Russia; Kherson Region,Kherson Region; Russia; Ukraine,Kherson region; Russian Federation,Kherson region
ВЕСТИ_43352,"❗️ По предварительным итогам обработки 100% протоколов, вхождение Херсонской области в состав РФ поддержали 87,05%.  Об этом сообщил избирком. 

 @vestiru24 ",Херсонская область; Россия,Herson; Russian Federation,NA,Ukraine; Russia,Kherson Region
ВЕСТИ_43367,"Канада намерена ввести новые санкции против РФ из-за референдумов в Донбассе, Запорожской и Херсонской областях, сообщил премьер-министр Джастин Трюдо.

 @vestiru24 ",Canada; Russia,Donbass; Zaporizhzhia; Kherson,Donetsk; Zaporizhzhia; Kherson; Russia; Ukraine; Canada,NA,Donbas; Zaporizhzhia Oblast; Kherson Oblast
ВЕСТИ_43381,"Херсонская область в ближайшие дни обратится к президенту РФ по итогам референдума, заявил замглавы ВГА Кирилл Стремоусов.  Он также добавил, что в области гривна выйдет из оборота в ближайшее время.

 @vestiru24 ",Kherson; Russia,Russia; Ukraine,NA,NA,Kherson region
ВЕСТИ_43400,"❗️ Глава Херсонской области Владимир Сальдо обратился к Путину с предложением о принятии региона в состав России.

 @vestiru24 ",Kherson Oblast; Russia,Herson; Russia; Ukraine,NA,Herson region,Kherson region
ВЕСТИ_43409,"Референдумы в ДНР, ЛНР, Херсонской и Запорожской областях прошли при полной прозрачности и с соблюдением всех избирательных норм.  Об этом заявил на заседании Совета Безопасности ООН постоянный представитель России при всемирной организации Василий Небензя.  ""Знаю, что наши бывшие западные партнеры нас не услышат, точнее, сделают вид, что не услышали, однако скажу, что референдумы были проведены в условиях исключительной прозрачности и при полном соблюдении всех избирательных норм"" , - добавил он.

 @vestiru24 ",Donetsk; Luhansk; Kherson; Zaporizhzhia,Donetsk People’s Republic (DPR); Luhansk People’s Republic (LPR); Kherson Oblast; Zaporizhzhia Oblast,Donbas; Zaporizhzhia,Donetsk region; Luhansk region,Donetsk People's Republic (DNR); Luhansk People's Republic (LNR); Kherson region; Zaporizhzhia region
ВЕСТИ_43411,"⚡️ ""Для нас это большой праздник"" : так Владимир Корнилов прокомментировал прошедшие в ДНР, ЛНР, Херсонской и Запорожской областях референдумы по вопросу присоединения к России. В эфире программы ""60 минут"" эксперт отметил, что организаторы голосования совершили настоящий подвиг, ведь со стороны Украины звучали постоянные угрозы. "" Угрожали арестами, высылками и так далее "", – рассказал Корнилов.  

Смотрим  все выпуски программы ""60 минут""  на нашей платформе.

 @skabeeva   @vladivostok1978  
 @smotrim_ru ",DPR; LPR; Kherson; Zaporizhzhia; Russia; Ukraine,Donetsk People's Republic (DPR); Luhansk People's Republic (LPR); Kherson Region; Zaporizhzhia Region,Donetsk People's Republic (DPR); Luhansk People's Republic (LPR); Crimea; Kherson; Zaporizhzhia,Donetsk People’s Republic (DPR); Luhansk People’s Republic (LPR); Kherson region; Zaporizhzhia region,Donetsk People's Republic (DNR); Luhansk People's Republic (LNR); Kherson Oblast; Zaporizhzhia Oblast
ВЕСТИ_43414,"Глава Республики Крым Сергей Аксенов вручил российский паспорт заместителю главы ВГА Херсонской области Кириллу Стремоусову.   ""В трудное время Кирилл Сергеевич не побоялся взять на себя ответственность за регион и людей, в сложных обстоятельствах сохранил верную и твердую позицию. А сегодня стал гражданином нашей большой страны. Поздравляю от имени всех крымчан и желаю успехов в служении России"",  - написал Аксенов в своем Telegram-канале.

 @vestiru24 ",Republic of Crimea; Kherson,"Crimea, Russia; Kherson, Ukraine",Crimea; Russia,Russia; Ukraine,Crimea; Kherson
ВЕСТИ_43433,"Еврокомиссия разработала новые предложения по санкциям против России в связи с референдумами в ДНР, ЛНР, Херсонской и Запорожской областях.  Об этом сообщила Урсула фон дер Ляйен.

 @vestiru24 ",European Commission; Russia; Ukraine,"Donetsk and Luhansk People's Republics; Kherson, Ukraine; Zaporizhzhia, Ukraine",Europe; Eastern Europe; Ukraine; Donetsk region; Luhansk region; Zaporizhzhia region; Kherson region,Donetsk People's Republic; Lugansk People’s Republic,Donetsk People's Republic (DNR); Luhansk People's Republic (LNR); Kherson Oblast; Zaporizhzhia Oblast
ВЕСТИ_43441,"МИД РФ: результаты референдума говорят сами за себя – жители Донбасса, Херсонщины и Запорожья не хотят возвращаться к прежней жизни и сделали осознанный и свободный выбор в пользу России.

 ""Международные наблюдатели из Италии, ФРГ, Венесуэлы, Латвии и других стран (всего 133 человека), следившие за ходом референдумов, признали их итоги легитимными"" , – отметили в ведомстве. 

 @vestiru24 ",Russia; Donetsk; Kherson; Zaporizhzhia,Donetsk People's Republic; Luhansk People's Republic; Kherson Region; Zaporizhzhia Region,Donbass; Zaporizhzhia; Kherson; Russia,Donetsk People's Republic; Kherson region; Zaporizhia Oblast,Donbas; Kherson Oblast; Zaporizhzhia Oblast
ВЕСТИ_43454,"На адаптацию Херсонской области к российскому законодательству уйдет год,  сообщил глава правительства региона. Другие заявления: 

▪️Херсонская область после проведения референдума считает себя независимой.

▪️Украинский язык в Херсонской области будет использоваться наравне с русским.

 @vestiru24 ",Kherson Oblast,"Herson, Ukraine; Moscow, Russia",Herson Region; Ukraine; Russia,,Kherson Region
ВЕСТИ_43470,"Украина де-факто прекратила свое существование, а Херсонская область становится полноценным субъектом РФ , заявил заместитель главы ВГА Херсонской области Кирилл Стремоусов.  ""В считаные десятки часов область станет субъектом РФ. Что будет далее с ней? Она будет развиваться. Пример тому есть: Республика Крым, которая за восемь лет расцвела и стала жемчужиной всей России"" , - отметил он в своем Telegram-канале.

 @vestiru24 ",Kherson; Russia; Ukraine,Ukraine; Russian Federation; Herson Region; Crimea,NA,Kherson,Kherson Region; Crimea
ВЕСТИ_43490,"Депутаты от ЛНР, ДНР, Херсонской и Запорожской областей появятся в Думе после выборов в 2026 году , сообщил замглавы фракции ""Единая Россия"".

 @vestiru24 ",Russia; Ukraine,Russia; Donetsk People’s Republic (DPR); Luhansk People’s Republic (LPR); Ukraine; Kherson Region; Zaporizhzhia Region,Kherson; Zaporizhzhia; Donbass; Crimea; Russia; Moscow; State Duma; LNR; DNR; Kherson; Zaporizhzhia; Donbass; Crimea; Russia; Moscow; United Russia; Elections,Russia; Ukraine; Donetsk People's Republic; Luhansk People’s Republic,Luhansk People's Republic; Donetsk People's Republic; Kherson region; Zaporozhye region
