doc_id,text,gemma3,owl/t-lite,llama3.2,phi4-mini,phi4
ВЕСТИ_43626,"Киев должен с уважением относиться к выбору ДНР, ЛНР, Запорожской и Херсонской областей, только таким может быть путь к миру,  заявил Владимир Путин.

Смотрим трансляцию прямо сейчас в нашем Telegram-канале:  t.me/vestiru24?livestream 

 @vestiru24 ",Telegram,Russian Federation; Ukraine; Donbas conflict; Zaporizhzhia Nuclear Power Plant; Kherson Oblast,Telegram; Russia; Ukraine,Putin; Russian President; Vladimir Putin; Kiev; Donetsk Republic (DNR); Luhansk People's Republic (LPR); Zaporizhzhia Oblast; Kherson Oblast,Russia; Ukraine
ВЕСТИ_43641,"""Хочу, чтобы меня услышали киевские власти и их реальные хозяева на Западе, чтобы это запомнили все. Люди, живущие в Луганске и Донецке, Херсоне и Запорожье, становятся нашими гражданами. Навсегда "", - заявил президент России Владимир Путин в ходе церемонии подписания договоров о вступлении в состав РФ новых территорий.

Смотрим трансляцию прямо сейчас в нашем Telegram-канале:  t.me/vestiru24?livestream 

 @smotrim_ru ",Russia; Ukraine; West; Kyiv authorities; Western backers,Russian Federation; Ukraine; United States; European Union,Russian Federation; Ukraine,Russia; Ukraine,Russia; Kyiv's authorities; Western backers
ВЕСТИ_43661,"❗️Путин и глава Херсонской области подписали договор о принятии региона в состав России.

 Смотрим трансляцию прямо сейчас в нашем Telegram-канале:  t.me/vestiru24?livestream 

 @vestiru24 ",Telegram,Russian Federation; Ukrainian territory,NA,NA,Vladimir Putin; Kherson Region
ВЕСТИ_43663,"Владимир Путин и главы ДНР, ЛНР, Запорожской и Херсонской областей подписали договоры о принятии в состав России и образовании новых субъектов Федерации. И в конце все скандировали ""Россия! Россия!"".

 @vestiru24 ",ДНР; ЛНР; Запорожская область; Херсонская область,Russian Federation; Ukraine,Russia; Ukraine; Donetsk People's Republic (DPR); Luhansk People's Republic (LNR),Russia; Ukraine; Donetsk People’s Republic (DPR); Luhansk People’s Republic (LPR); Zaporizhia Oblast; Kherson Oblast; Putin; Russian Federation; Eastern Ukraine; Pro-Russian separatists; Separatist-controlled territories,Russian Federation; DNR; LNR; Zaporozhye; Kherson
ВЕСТИ_43666,"Президент РФ вместе с главами ДНР, ЛНР, Запорожской и Херсонской областей подписали договоры о принятии новых территорий в состав РФ и образовании субъектов Федерации.  После подписания присутствующие начали скандировать ""Россия! Россия! Россия!"".

 СМОТРИМ полное видео подписания договоров о вступлении в состав РФ

 @smotrim_ru ",Russia; DPR; LPR; Zaporizhzhia; Kherson,Russian Federation; Donetsk People's Republic (DPR); Luhansk People's Republic (LPR); Zaporozhye Region; Kherson Region,NA,Russia; Presidential Decree on the Integration of New Territories into Russia,Russia; Donetsk People's Republic; Luhansk People's Republic; Zaporozhye region; Kherson region
ВЕСТИ_43699,"""Дорогие друзья, спасибо вам за то, что вы нас поддерживаете"",  - сказал глава Херсонской области Владимир Сальдо со сцены митинга-концерта ""Выбор людей: Вместе навсегда!"".  ""Мы вместе всегда победим!""  – указал он.

 ➡️Прямая трансляция концерта на медиаплатформе ""Смотрим""

 @vestiru24 ",Kherson region; Smotrim,Saldo; Смотрим (media platform),NA,NA,Kherson region; Sмотрим; vestiru24
ВЕСТИ_43704,"Владимир Путин: современная Россия предоставила людям, проживающим в ДНР, ЛНР, Запорожской и Херсонской областях, право выбора - они сделали выбор быть с Россией.

 ➡️Прямая трансляция концерта на медиаплатформе ""Смотрим""

 @vestiru24 ",DNR; LNR; Zaporizhzhia; Kherson; Russia; Sмотрым,Россия,Russia; Donbass; Lugansk; Zaporizhzhia; Kherson,Donetsk People's Republic (DNR); Luhansk People’s Republic (LPR),Russia; Soyuz Platform
ВЕСТИ_43708,"""Современная Россия предоставила людям, проживающим в Луганской и Донецкой народных республиках, в Запорожье, в Херсоне право выбора. Люди пришли на референдум и сделали этот выбор - быть со своей исторической Родиной - с Россией!""  - заявил Владимир Путин на митинге-концерте  ""Выбор людей: Вместе навсегда!"" в Москве.

 ➡️Прямая трансляция концерта на медиаплатформе ""Смотрим""

 @vestiru24 ",Russia; Ukraine,Luhansk People's Republic; Donetsk People's Republic; Kherson Region; Russia,Russian President; President of Russia; Russian government,Vladimir Putin; Russian Federation; Donetsk Republic; Luhansk People's Republic; Ukraine,Russia; Luhansk People's Republic; Donetsk People's Republic; Zaporizhzhia; Kherson; Moscow concert 'Choice of the People: Forever Together!'
ВЕСТИ_43722,"⚡️ Сергей Лавров спел гимн РФ на церемонии подписания договоров о вхождении ДНР, ЛНР, Запорожской и Херсонской областей в состав России.   ""Я очень люблю наш гимн, как и все, что символизирует нашу Родину, и когда такие моменты и ощущения гордости за свой народ... Ну, не знаю, как-то само собой произошло"",  - рассказал он автору и соведущему программы ""Москва. Кремль. Путин"" на телеканале ""Россия 1""  Павлу Зарубину . Не пропустите новый выпуск в воскресенье вечером на телеканале ""Россия 1""!

 Все подробности только на ""Смотрим"":  smotrim.ru/mkp 

 @smotrim_ru ",DPR; LPR; Zaporizhzhia; Kherson; Russia; Russia 1; Smotrim.ru; Moscow; Kremlyn; Paul ZaRubin,Russian Foreign Ministry; Donbas People's Republic (DPR); Luhansk People's Republic (LPR); Zaporizhzhia Oblast; Kherson Oblast,NA,NA,Russia; Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia Oblast; Kherson Oblast; Moscow. Kremlin. Putin; Channel One Russia; Smotrim.ru
ВЕСТИ_43724,"Кремль: Владимир Путин поговорил по телефону с королем Бахрейна Хамаду Бен Исе Аль Халифе, они обсудили двустороннее сотрудничество и взаимодействие по линии ШОС.

 ◽️Российский лидер информировал короля о подписании договоров о принятии ДНР, ЛНР, Запорожской и Херсонской областей в состав России. 
◽️Путин отметил, что Москва в случае заинтересованности Киева готова к возобновлению переговорного процесса.
◽️В разговоре также подтверждено переданное ранее приглашение королю посетить с визитом Россию.

 @vestiru24 ",DNR; LPR; Zaporizhzhia; Kherson,Russian Federation; Bahrain; Shanghai Cooperation Organization (SCO); Ukraine,Shanghai Organization for Security Cooperation (SOS); Donetsk People's Republic (DPR); Luhansk People's Republic (LPR); Zaporizhzhia region; Kherson region,Putin; Russian President; King Hamad bin Isa Al Khalifa; Donetsk People's Republic (DPR); Luhansk People's Republic (LPR),Shanghai Cooperation Organization (SCO); Donetsk People's Republic (DNR); Luhansk People's Republic (LNR)
ВЕСТИ_43731,"Россия наложила вето в Совбезе ООН на проект резолюции США и Албании, не признающий референдумы в ДНР, ЛНР, Запорожской и Херсонской областях.

Воздержались Китай, Бразилия, Индия и Габон. Оставшиеся 10 голосовали за.

 @vestiru24 ",Russia; UN Security Council; United States; Albania; China; Brazil; India; Gabon; DPR; LPR; Zaporizhzhia; Kherson,UN Security Council Resolution; Russia's veto; Donetsk People's Republic (DPR); Luhansk People's Republic (LPR); Zaporizhzhia and Kherson regions,NA,NA,Russia; UN Security Council; United States; Albania; China; Brazil; India; Gabon
ВЕСТИ_43743,"Турция не может принять решение ДНР, ЛНР Запорожской и Херсонской областей о вступлении в состав РФ , заявили в МИД Турции.

 @vestiru24 ",Turkish Foreign Ministry,Ministry of Foreign Affairs (Turkey),NA,Donetsk People’s Republic; Lugansk People’s Republic; Russian Federation; Eastern Ukraine; Turkey's Ministry of Foreign Affairs,Ministry of Foreign Affairs of Turkey; Donetsk People's Republic (DPR); Luhansk People's Republic (LNR)
ВЕСТИ_43749,"Посол РФ в Дании Владимир Барбин вызван в МИД королевства в связи с вхождением в состав России Донецкой и Луганской народных республик, Запорожской и Херсонской областей.

 @vestiru24 ",Министерство иностранных дел России; Министерство иностранных дел Дании,Russian Ministry of Foreign Affairs; Danish Ministry of Foreign Affairs; Donbass Republics; Southern Ukraine,Russian Federation; Danish foreign ministry,Russian Federation; Danish Foreign Ministry (UDC),Russian Federation; Ministry of Foreign Affairs (Denmark); Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia Oblast; Kherson Oblast
ВЕСТИ_43784,"Присоединение к России ДНР, ЛНР, Запорожской и Херсонской областей делает практически невозможным завершение конфликта вокруг Украины, заявил Жозеп Боррель.

 @vestiru24 ",Donetsk; Luhansk; Zaporizhzhia; Kherson,European Union; Russian Federation,Russian Federation; European Union,NA,European Union; Russia; Ukraine
ВЕСТИ_43802,"⚡️Уникальные кадры с церемонии подписания договоров о вхождении ДНР, ЛНР, Запорожской и Херсонской областей в состав России.  Куда Путин и главы новых регионов пошли после? Что было написано в соглашениях? И как жить в мире западных угроз? Об этом и многом другом расскажет автор и соведущий программы ""Москва. Кремль. Путин""  Павел Зарубин  на телеканале ""Россия 1"". Не пропустите новый выпуск завтра вечером на телеканале ""Россия 1""!

 Все подробности только на ""Смотрим"":  smotrim.ru/mkp 

 @smotrim_ru ",Russia; Western threats,Russia; Western Countries,NA,Russia; Putin,Russia; Channel One Russia; Moscow. Kremlin. Putin
ВЕСТИ_43812,"Австралия ввела целевые финансовые санкции и запрет на въезд в страну в отношении 28 россиян, связанных с проведенными референдумами в ДНР, ЛНР, Херсонской и Запорожской областях, сообщил австралийский МИД.

 @vestiru24 ",Australian Foreign Ministry,Australian Ministry of Foreign Affairs and Trade,NA,"Australia; Austria; Russia; Ukraine; Donetsk region (Luhansk); Eastern Ukraine; Hersonska oblast; Zaporizka oblast; Foreign Ministry Australia; Australian Foreign Minister; Russian citizens; referendums in Donetsk and Luhansk regions of Eastern Ukraine, Hersonskaya and Zaporizkaya Oblasts",Australia; Russian Federation; Ministry of Foreign Affairs (Australia)
ВЕСТИ_43836,"Володин: Госдума 3 октября рассмотрит проекты конституционных законов о принятии ДНР, ЛНР, Херсонской и Запорожской областей в состав РФ, а также о ратификации соответствующих международных договоров. 

 @vestiru24 ",DPR; LPR; Kherson Oblast; Zaporizhzhia Oblast,Russian State Duma; Donetsk People's Republic (DPR); Luhansk People's Republic (LPR); Kherson Oblast; Zaporizhzhia Oblast,Russian Parliament,NA,Russian State Duma; Donetsk People's Republic; Luhansk People's Republic; Kherson Oblast; Zaporizhzhia Oblast
ВЕСТИ_43842,"❗️ ""У меня наконец-то есть президент"" , –  заместитель главы ВГА Херсонской области Кирилл Стремоусов в интервью автору и соведущему программы ""Москва. Кремль. Путин"" на телеканале ""Россия 1""  Павлу Зарубину  поделился своими впечатлениями о получении российского паспорта. "" Когда выступает президент, я понимаю, что у меня наконец-то есть президент, а не так, как это было на Украине – резиденты, предатели"" , – заявил Стремоусов.

Все подробности только на ""Смотрим"":  smotrim.ru/mkp 

 @vestiru24 ",Russia 1; Smotrim.ru,Verehnyi Hirskyi Oblastnoyi Administratsiya (VOGA); TV Channel 'Россия 1',NA,Herson region; Russia 1; Putin; Zelensky’s party 'Servant of the People',Russia; Ukraine; Channel One Russia; Moscow Kremlin Putin
ВЕСТИ_43851,"❗️Владимир Путин  внес в Госдуму проекты конституционных законов о принятии в состав РФ ДНР, ЛНР, Херсонской и Запорожской областей.

 @vestiru24 ",ДНР; ЛНР; Госдума; РФ,Russian Federation; Ukraine,Russia; Ukraine; Donetsk People's Republic; Luhansk People's Republic; Kherson Region; Zaporizhzhia Region; Moscow; Kiev; Donetsk; Luhansk; Kherson; Zaporizhzhia; Crimea; Black Sea; Sea of Azov; Donbas; Eastern Ukraine; Ukrainian-Russian War; Russian invasion of Ukraine; 2022 Russian invasion of Ukraine; 2024 Ukrainian presidential election,Putin; Russia; Donetsk People’s Republic; Luhansk People's Republic; Kherson Oblast; Zaporizhzhia Oblast; Russian President; Country; Territory; Territory; Region; Region,State Duma; Russian Federation; Donetsk People's Republic; Luhansk People's Republic; Kherson region; Zaporizhzhia region
ВЕСТИ_43864,"До 1 июня 2023 года в ДНР, ЛНР, Херсонской и Запорожской областях будут созданы территориальные органы федеральных органов исполнительной власти.

 @vestiru24 ",DPR; LPR; Kherson; Zaporizhzhia,NA,NA,"federal executive bodies; territorial organs; Ukraine's regions (Donetsk People’s Republic, Luhansk People’s Republic, Kherson Region, Zaporizhzhia Region)",Federal Executive Authorities
ВЕСТИ_43911,"МИД Финляндии вызвал посла РФ из-за референдумов в ДНР, ЛНР, Запорожской и Херсонской областях.

 @vestiru24 ",МиД Финляндии; МИД Финляндии; VEStiru24,Ministry of Foreign Affairs of Finland,Finland; Russia; Ukraine,Finland; Moscow; Ukraine; DNR; LPR,Ministry of Foreign Affairs (Finland); Russia
ВЕСТИ_43937,"Договоры юридически закрепляют вступление территорий в состав РФ ЛНР, ДНР, Запорожской и Херсонской областей и возможность их жителям получить гражданство РФ, сообщил Сергей Лавров в прямом эфире телеканала ""Россия 24"". 

 Смотрим трансляцию прямо сейчас в нашем Telegram-канале:  t.me/vestiru24?livestream 

 @vestiru24 ",Russia; Ukraine; Telegram,Russian Federation; Ukraine,NA,NA,Russian Federation; Russia 24; Telegram channel: t.me/vestiru24
ВЕСТИ_43943,"❗️ В Госдуме определены депутаты-координаторы по новым территориям: Виктор Водолацкий (ЛНР), Дмитрий Саблин (ДНР), Андрей Красов (Запорожская область) и Глеб Хор (Херсонская область).

 Смотрим трансляцию прямо сейчас в нашем Telegram-канале:  t.me/vestiru24?livestream 

 @vestiru24 ",State Duma; Telegram,State Duma; Luhansk People's Republic (LNR); Donetsk People's Republic (DPR),Russia; Ukraine; Russian State Duma,NA,State Duma; vestiru24 Telegram channel
ВЕСТИ_43946,"⚡️ В Госдуме также ратифицировали договоры о вхождении в состав РФ ЛНР, Запорожской и Херсонской областей.

 Смотрим трансляцию прямо сейчас в нашем Telegram-канале:  t.me/vestiru24?livestream 

 @vestiru24 ",Duma,Russian Federation; LPR (Luhansk People's Republic); Zaporozhye region; Kherson region,NA,"Russian State Duma; Russia; Donetsk People's Republic; Zaporizhzhia Oblast; Kherson Oblast; Russia ratifies treaties with LNR, Zaporizhzhia and Kherson oblasts",Russian Federation; Duma; Lugansk People's Republic (LNR); Zaporizhzhia Oblast; Kherson Oblast
ВЕСТИ_43963,"❗️Госдума приняла федеральный конституционный закон о принятии Херсонской области в состав России.

 @vestiru24 ",State Duma,State Duma; Ukrainian Parliament; UN General Assembly,NA,Госдума; Украина,State Duma; Russia; Ukraine
ВЕСТИ_43969,"Посла РФ вызвал МИД Чехии.  Причина — референдумы в ДНР, ЛНР, Запорожской и Херсонской областях, сообщил министр.

 @vestiru24 ",Министр; МИД Чехии; МИД России; ДНР; ЛНР; Запорожская область; Херсонская область,Ministry of Foreign Affairs of the Russian Federation; Ministry of Foreign Affairs of the Czech Republic,NA,Russia; Czech Republic's Ministry of Defense; Sergey Lavrov,Czech Ministry of Foreign Affairs; Russian Federation; Donetsk People's Republic (DNR); Luhansk People's Republic (LNR)
ВЕСТИ_43978,"МИД Эстонии вызвал посла РФ из-за проведенных референдумов в ДНР, ЛНР, Запорожской и Херсонской областях. 

Также представители посольств России были вызваны в МИД Словакии и МИД Испании, сообщает ТАСС. 

 @vestiru24 ",МИД Эстонии; МИД России; ТАСС; VEStiru24,Ministry of Foreign Affairs (Estonia); Ministry of Foreign Affairs (Slovakia); Ministry of Foreign Affairs (Spain),NA,Russia; Ukraine; Donetsk People's Republic (DNR); Luhansk People&#39;s Republic(LPR); Estonia's Ministry of Foreign Affairs; Slovakia’s Ministry of Foreign Affairs; Spain’s Ministry of Foreign Affairs,Ministry of Foreign Affairs of Estonia; Donetsk People's Republic; Luhansk People's Republic; Zaporizhzhia region; Kherson region
ВЕСТИ_43989,"МИД Словении вызвал посла РФ Тимура Эйвазова из-за референдумов в ДНР, ЛНР, Запорожской и Херсонской областях.

 @vestiru24 ",Slovenian Ministry of Foreign Affairs,Slovenian Ministry of Foreign Affairs; Russian Federation,NA,RIA Novosti; EU integration process; European Union; Kyiv; Poroshenko administration; Russian Foreign Ministry (MID Russia); Russia-Ukraine relations; Lavrov's meeting with Poroshenko,Ministry of Foreign Affairs of Slovenia; European Union
ВЕСТИ_43998,"МИД Хорватии вызвало посла РФ Андрея Нестеренко из-за проведенных референдумов в ДНР, ЛНР, Запорожской и Херсонской областях. 

 @vestiru24 ",Croatian Ministry of Foreign Affairs,Russian Federation; Croatian Ministry of Foreign Affairs; Ukraine; Donetsk People’s Republic (DPR); Luhansk People’s Republic (LPR),Croatia; Russia,Russia,Ministry of Foreign Affairs of Croatia; Russian Federation; Donetsk and Luhansk People's Republics; Zaporizhzhia Oblast; Kherson Oblast
ВЕСТИ_44003,"Власти КНДР поддержали результаты референдумов в ДНР, ЛНР, Запорожской и Херсонской областях о присоединении к России.  Об этом сообщило Центральное телеграфное агентство Кореи.

 @vestiru24 ",Central Telegraph Agency of Korea; DPR; LPR; Zaporizhzhia; Kherson; Russia,Central News Agency of North Korea,NA,NA,North Korea; Russia; Central Telegraph Agency of Korea
ВЕСТИ_44017,"Комитет СФ РФ поддержал законы о принятии ДНР, ЛНР, Запорожской и Херсонской областей в состав России.  Накануне законопроекты единогласно и сразу в трех чтениях одобрили депутаты Госдумы. Согласно законам, с 30 сентября жители новых регионов признаются гражданами РФ. У них будет месяц, чтобы подать заявление об отказе от украинского гражданства.

 @vestiru24 ",State Duma of Russia; Ukrainian citizenship,Russia; Ukraine,NA,NA,Federation Council of Russia; State Duma
ВЕСТИ_44024,"""В ходе референдумов жители ДНР, ЛНР, Запорожской и Херсонской областей ясно высказали свою позицию, проголосовав за возвращение на свою настоящую большую Родину – в Россию"" , – заявила Валентина Матвиенко во время заседания Совета Федерации, посвященному рассмотрению законов о вступлении новых регионов в состав РФ. "" С правозащитной стороны территории имели право выйти из состава государства по гуманитарным причинам – их было множество "", – отметила председатель Совфеда РФ. Кадры показали в эфире телеканала ""Россия 24"".

Смотрим трансляцию прямо сейчас в нашем Telegram-канале:  t.me/vestiru24?livestream 

 @vestiru24 ",Federation Council; Россия 24; Telegram-канале,Russian Federation Council; Referendum,Russian Parliament; Council of Federation; Sovfeder; Russia; Ukraine; Donetsk People's Republic (DPR); Luhansk People's Republic (LR); Zaporizhzhia Region; Kherson Region,Russia; Donetsk People's Republic (DNR); Luhansk People's Republic (LNR),Federation Council; Russia 24
ВЕСТИ_44028,"Совфед единогласно ратифицировал договоры о вхождении ДНР, ЛНР, Запорожской и Херсонской областей в состав России.

 Смотрим трансляцию прямо сейчас в нашем Telegram-канале:  t.me/vestiru24?livestream 

 @vestiru24 ",Federation Council; Telegram,Russian Federation; Donetsk People's Republic (DPR); Luhansk People's Republic (LPR); Zaporizhzhia Oblast; Kherson Oblast,NA,Russia,State Duma; Donetsk People's Republic (DNR); Luhansk People's Republic (LNR)
ВЕСТИ_44030,"Процедура принятия в состав РФ ДНР, ЛНР, а также Херсонской и Запорожской областей завершится внесением поправок в Конституцию России на основании соответствующего указа Владимира Путина, сообщил глава комитета Совфеда по конституционному законодательству и госстроительству Андрей Клишас в прямом эфире телеканала ""Россия 24"". 

 Смотрим трансляцию прямо сейчас в нашем Telegram-канале:  t.me/vestiru24?livestream 

 @vestiru24 ",Russia 24,Russian Federation Council; Constitutional Affairs Committee,Russian President; Ukrainian regions; Four Ukrainian regions; Moscow,Russia; Constitution of Russia; Vladimir Putin,Russian Federation; State Duma Committee for Constitutional Legislation and State Building; Russia 24
ВЕСТИ_44033,"❗️Совет Федерации одобрил федеральный конституционный закон о принятии ДНР, ЛНР, Запорожской и Херсонской областей в состав РФ.

 @vestiru24 ",Senate of Russia,Federation Council of the Russian Federation,NA, Donetsk People’s Republic (DNR);  Luhansk People’s Republic (LPR);  Zaporizhzhia region ;  Kherson region ,Russian Federation Council; Federal Constitutional Law; Russia; Ukraine
ВЕСТИ_44046,"МИД Норвегии вызвал посла России из-за референдумов в ДНР, ЛНР, Запорожской и Херсонской областях.

 @vestiru24 ",Norwegian Foreign Ministry; Russian Ambassador; Donetsk; Luhansk; Zaporizhzhia; Kherson,Norwegian Ministry of Foreign Affairs; Russian Embassy in Norway; Donetsk People’s Republic; Luhansk People’s Republic; Zaporizhzhia Oblast; Kherson Oblast,Norway; Russia; Ukraine,Norway Ministry of Foreign Affairs; Russia,Ministry of Foreign Affairs (Norway); Russian Federation
ВЕСТИ_44152,"Таможенный контроль на границе между Херсонской областью и Крымом перестал существовать после вхождения региона в РФ,  сообщил замглавы ВГА Херсонской области Кирилл Стремоусов.

 @vestiru24 ",Vesti-Ru24,Vremennaya Okkupatsionnaya Administratsiya (VOC),VGA (Regional State Administration),VGA Kherson Oblast,State Administration of the Kherson region; Russia
ВЕСТИ_44158,"❗️Владимир Путин назначил указами врио губернатора Херсонской области Сальдо, Балицкого - врио губернатора Запорожской области.

 @vestiru24 ",Acting Governor,Russian President Vladimir Putin,Russia; Ukraine,NA,NA
ВЕСТИ_44250,"с 6 по 21 октября в некоторых школах Херсонской области в целях безопасности устанавливаются каникулы . Об этом сообщили в Минобразования области.

 @vestiru24 ",Kherson region; Ministry of Education,Минобразования области,NA,,Ministry of Education
ВЕСТИ_44359,"ДНР и ЛНР, Запорожская и Херсонская области включены в перечень субъектов РФ в Конституции России.  Обновленный текст опубликован. 

 @vestiru24 ",Russia,Russian Federation; Ukraine,NA,Russia; Constitution of Russia; DNR ( Donetsk People's Republic ); LNR ( Luhansk People's Republic),Russia; Russian Federation; Ukraine
ВЕСТИ_44562,"Запасов топлива в Херсонской области достаточно на длительный период, ЧП на Крымском мосту не повлияет на обеспечение региона. Об этом сообщил врио губернатора области Владимир Сальдо.

 @vestiru24 ",ЧП (Чрезвычайное происшествие - Emergency Incident),Запасы топлива; Чрезвычайная ситуация на Крымском мосту,NA,NA,Crimean Bridge
ВЕСТИ_44563,"Cитуация с обеспечением топливом, газом и электроснабжением потребителей Крыма, Херсона и Запорожья стабильная,  заявили в Минэнерго России.

◽️Рисков дефицита топлива в Крыму, Херсоне и Запорожье нет, запасы на достаточном уровне.

 @vestiru24 ",Министерство энергетики России,Russian Ministry of Energy,NA,; ; Minatom Energy Russia (Минэнерго России); Russian Ministry of Energy (Министерство энергетики РФ); Rosneft (Роснефть),Минэнерго России
ВЕСТИ_44614,"Ремонтные бригады восстановили газоснабжение Каховки Херсонской области,  нарушенное после теракта 29 сентября, сообщила администрация Новой Каховки.

 @vestiru24 ",администрация Новой Каховки,Terrorist attack,NA,NA,administration of Novaya Kahovka
ВЕСТИ_44627,"❗️"" На протяжении не только этих восьми лет, но и тридцати лет мы вели диалог, убеждали, говорили "". Вячеслав Володин ответил на вопрос автора и соведущего программы ""Москва. Кремль. Путин"" на телеканале ""Россия 1""  Павла Зарубина , надо ли было ждать восемь лет, чтобы принять в состав РФ ДНР, ЛНР, Херсонскую и Запорожскую областей.  ""Мы всегда стремимся к миру. Ведь вы посмотрите, на протяжении не только этих восьми лет, а тридцати лет мы вели диалог, убеждали, говорили. И в ситуации уже безысходности приняты были решения. Нам другого пути просто не оставили. Весь диалог, который длился десятилетиями, мы провели, весь этот путь прошли. По-другому нельзя "", – отметил Володин. 

 Все подробности только на ""Смотрим"":  smotrim.ru/mkp 

 @vestiru24 ",ДНР; ЛНР; Херсонская область; Запорожская область; Россия 1; Москва; Кремль; Путин,Donetsk People's Republic (DPR); Luhansk People's Republic (LPR); Kherson and Zaporizhzhia regions,NA,NA,Russia; Ukraine; Moscow. Kremlin. Putin; Channel One Russia (Россия 1)
ВЕСТИ_44871,"Глава СК РФ Бастрыкин подписал приказ о создании следственных управлений на территории ДНР, ЛНР, Запорожской и Херсонской областей .

 @vestiru24 ",СК РФ (Rosmvd); Prosecutor General of Russia,Russian Investigative Committee,NA,Bastrykin; Chaika,Russian Investigative Committee (SK RF)
ВЕСТИ_45182,"Генассамблея ООН приняла антироссийскую резолюцию, не признающую референдумы в ДНР, ЛНР, Херсонской и Запорожской областях.  За резолюцию голосовали 143 страны, против – 5 стран. Это Россия, Белоруссия, Сирия, КНДР, Никарагуа. 35 стран воздержались.

 @vestiru24 ",UN General Assembly; DPR; LPR; Kherson Oblast; Zaporizhzhia Oblast; Russia; Belarus; Syria; North Korea; Nicaragua,UN General Assembly; Russia; Ukraine; Donetsk People’s Republic; Luhansk People’s Republic; Kherson region; Zaporizhzhia region,NA,UN General Assembly; Russia; Belarus; Syria; North Korea; Donetsk People’s Republic (DNR); Lugansk People’s Republic (LPR); Kherson region; Zaporizhzhia Oblast,UN General Assembly; Russia; Belarus; Syria; North Korea; Nicaragua
ВЕСТИ_45183,"Российская Федерация сожалеет о том, что председатель 77-й сессии Генеральной Ассамблеи ООН способствовал тому, чтобы Запад мог оказать максимальное давление на развивающиеся страны в вопросе голосования по антироссийской резолюции по референдумам в ДНР, ЛНР, Херсонской и Запорожской областях, а также по ситуации на Украине,  заявил постоянный представитель РФ при ООН Василий Небензя.

 @vestiru24 ",77-й сессии Генеральной Ассамблеи ООН; ДНР; ЛНР; Херсонская область; Запорожская область; Украина,United Nations General Assembly (UNGA); Russian Federation; Donetsk People's Republic (DPR); Luhansk People's Republic (LPR); Kherson and Zaporizhzhia regions,United Nations General Assembly; Russian Federation,United Nations; 77th session of the General Assembly,Russian Federation; 77th session of the United Nations General Assembly; Donetsk People's Republic (DNR); Luhansk People's Republic (LNR)
ВЕСТИ_45264,"Владимир Сальдо обратился к руководству Российской Федерации с просьбой помочь в организации выезда жителей Херсонской области .  ""Хочу попросить у вас помощи в организации такой работы. Мы, жители Херсонской области, конечно же знаем, что Россия своих не бросает, и Россия всегда подставляет плечо там, где это трудно"",  - отметил он в своем Telegram-канале. 

 @vestiru24 ",Telegram-канал,Ukrainian Military Forces; Russian Military Forces,NA,NA,Russian Federation
ВЕСТИ_45302,"Правительство РФ приняло решение помочь в организации выезда жителей Херсонской области в другие российские регионы . Об этом заявил Марат Хуснуллин.

 @vestiru24 ",Russia,Russian government,Russian government,Government of Russia; Russian Federation,Russian government; Vesti.ru
ВЕСТИ_45303,"Жители Херсонской области, которые решат остаться в других регионах России, будут обеспечены бесплатным жильем.  Об этом рассказал Марат Хуснуллин. 

 @vestiru24 ",Министерство строительства и ЖКХ,Russian Government; Ukrainian Refugees,NA,Murat Husnulov,Kherson region; Russia; Marat Khusnullin
ВЕСТИ_45880,"Четыре новых региона зарегистрировали в государственном каталоге географических названий РФ.  В Росреестр внесли ДНР, ЛНР, Херсонскую и Запорожскую области. Наименования географических объектов внутри регионов будут внесены в реестры и опубликованы после того, как завершится их выявление, регистрация и учет. 

 @vestiru24 ",государственный каталог географических названий РФ,NA,NA,Russia; Donetsk People's Republic (DNR); Luhansk People's Republic (LPR); Kherson region; Zaporizhzhia region,Росреестр; государственный каталог географических названий РФ; ДНР; ЛНР; Херсонская область; Запорожская область
ВЕСТИ_45892,"❗️Для жителей из ряда районов Херсонской области рядом с линией соприкосновения в целях безопасности объявлен добровольный выезд.  Об этом сообщил врио губернатора региона Владимир Сальдо. "" Существует непосредственная опасность затопления территорий в связи с планируемым разрушением плотины Каховской ГЭС и сброса воды с каскада электростанций выше по течению Днепра"", -  заявил Сальдо.

 @vestiru24 ",Kakhovka Dam; Днепра,Kakhovka Dam; Dnipro River; Hydroelectric Stations,NA,NA,Kahovka Hydroelectric Station; Dnieper River
ВЕСТИ_45925,"❗️ Власти Херсонской области планируют переместить на левый берег Днепра и в другие регионы РФ примерно 50-60 тыс. человек,  сообщил врио губернатора региона Владимир Сальдо.

▪️Перемещение мирных жителей из правобережной части Херсонщины на левый берег и в другие регионы РФ займет порядка шести дней.

▪️В речном порту города уже стоят катера с людьми, которые готовы отправиться на левый берег, но напряженности в городе нет.

 @vestiru24 ",vesmironline,Ukrainian authorities; Russian authorities,Kherson Region; Dnipro River; Russia,; ,Kherson region; Russia; Dnieper River
