doc_id,text,gemma3,owl/t-lite,llama3.2,phi4-mini,phi4
ВЕСТИ_42988,"Явка на референдуме в Херсонской области по итогам двух дней голосования составила 31,79%, сообщил ЦИК региона.

 @vestiru24 ",Turnout at Kherson Referendum at 31.79%,Herson Region Referendum: Turnout at 31.79%,Ukraine: 31.79% of voters cast ballots in two-day referendum in the Zaporizhzhia region,Voter turnout in Kherson region after two days of voting reached 31.79%,Voter Turnout in Kherson Region Referendum
ВЕСТИ_42998,"Лавров: Запад закатил истерику из-за референдумов в ДНР, ЛНР, Запорожье и Херсонщине, но это реакция на призыв Зеленского русским убираться с Украины.

 @vestiru24 ","Lavrov: West is in a frenzy over referendums in DPR, LPR, Zaporizhzhia and Kherson due to Zelensky's call for Russia to leave Ukraine",Lavrov: West Reacts to Referendums in Donbas and Southern Ukraine Amid Zelensky's Call for Russians to Leave,Ukraine crisis: What's behind the latest escalation?,Lavrov: West's hysteria over referendums in Donetsk and Luhansk is a reaction to Zelensky’s call for Russians to leave Ukraine,"Lavrov: The West's hysteria over referendums in DNR, LNR, Zaporizhzhia, and Kherson is a reaction to Zelensky's call for Russians to leave Ukraine"
ВЕСТИ_43023,"Украина потребовала созвать чрезвычайное заседание Совбеза ООН из-за референдумов в ДНР, ЛНР, Херсонской и Запорожской областях о присоединении к РФ.

 @vestiru24 ",Ukraine Demands Emergency UN Security Council Meeting Over Referendums,Ukraine Requests UN Security Council Emergency Session Over Referendums in Donbas and Occupied Territories,Ukraine Requests UN Security Council Emergency Meeting Over Referendums in Donbas and Zaporizhzhia Regions,Ukraine Demands Emergency UN Security Council Meeting Over Referendums in Donetsk and Luhansk Regions,"Ukraine Calls for Emergency UN Security Council Meeting Over Referendums in Donetsk, Luhansk, Kherson, and Zaporizhzhia Regions"
ВЕСТИ_43035,"Избирком Херсонской области фиксирует попытки дискредитации Украиной референдума, сообщает глава избиркома.  По его словам, более 5 тыс. человек проголосовали на участках в РФ за сутки на референдуме о вхождении области в состав России. Кроме того, все участковые избирательные комиссии региона вышли на маршруты.

 @vestiru24 ",Herson Oblast CEC Records Ukraine's Attempts to Discredit Referendum,Herson Region Election Commission Reports Attempts to Discredit Referendum,Ukrainian Election Commission in Kherson Region Reports Attempts to Discredit Referendum,Herzen Region Electoral Commission Fixes Attempts to Discredit Referendum,Herson Regional Election Commission Reports Attempts to Discredit Referendum
ВЕСТИ_43047,"Терактом в Херсоне украинские власти хотели не только сорвать референдум, но и ""задушить"" свободу слова, запугав журналистов , считают местные власти. Глава правительства региона отметил, что референдум будет продолжен и завершен в установленные сроки.  

 @vestiru24 ",Ukrainian Authorities Tried to 'Smother' Freedom of Speech During Kherson Referendum - Official,Ukrainian Authorities' Actions in Kherson: Aiming to Suppress Freedom of Speech and Intimidate Journalists,Ukraine: Authorities Vow to Press On with Referendum Despite Terrorist Attack,Hershonen Terror: Ukrainian Authorities Suppress Freedom of Speech,Herson Attack: Ukrainian Authorities Claim Attempt to Undermine Referendum and Freedom of Speech
ВЕСТИ_43070,"Явка на референдум о вхождении освобожденных территорий в состав России растет.  И это несмотря на обстрелы со стороны украинских националистов. В ДНР уже проголосовали более 55% граждан, в ЛНР более 45%, в Запорожской области свыше 36%, а в Херсонской области почти 32%. Такие данные привели в общественном ситуационном центре по наблюдению за референдумами. Также отмечается, что в числе наблюдателей есть иностранные представители. Нарушений не зафиксировано.

 @vestiru24 ",Referendum on Joining Russia Sees Rising Turnout Despite Attacks,Growing Participation in Referendum on Joining Russia Despite Attacks,Ukraine: More than 55% of DNR citizens have voted for joining Russia,Voter turnout for the referendum on joining Russia grows despite attacks by Ukrainian nationalists,Voter Turnout on Referendum for Joining Russia Increases Despite Ukrainian Nationalist Attacks
ВЕСТИ_43076,"❗️ 48,91% жителей Херсонской области приняли участие в референдуме  по состоянию на вечер 25 сентября, сообщает избирательная комиссия региона. 

 @vestiru24 ","48,91% жителей Херсонской области приняли участие в референдуме",48.9% of Kherson Region Residents Participated in the Referendum by September 25,Herson Region Voters Cast Over 48% of Ballots in Referendum,Nearly half of residents in Kherson region participated in the referendum by evening on September 25th,Participation in the Referendum in Kherson Region
ВЕСТИ_43143,"Турция не признает итоги референдумов в ДНР, ЛНР, Херсонской и Запорожской областях, глава МИД Турции Чавушоглу .

 @vestiru24 ","Turkey does not recognize the results of referendums in the DNR, LPR, Kherson and Zaporizhzhia regions, глава МИД Турции Чавушоглу",Turkey Does Not Recognize Referendums in Donbas and Occupied Territories,Turkish FM: No recognition of referendums in Donbass and Zaporizhzhia regions,"Turkey Does Not Recognize the Results of Referendums in Donetsk and Luhansk Regions, Head of Turkish Foreign Minister Ahmet Davutoglu","Turkey Does Not Recognize Referendum Results in Donetsk, Luhansk, Kherson and Zaporizhzhia Regions"
ВЕСТИ_43188,"Великобритания на фоне референдумов в ДНР, ЛНР, Запорожской и Херсонской областях ввела новые антироссийские санкции.  В частности, ограничения введены против ""Гознака"", российских предпринимателей и представителей руководства государственных банков. 

 @vestiru24 ","UK Imposes New Sanctions in Response to Referendums in DNR, LNR, Zaporizhzhia, and Kherson",UK Imposes New Sanctions on Russia Amid Referendums in Donbas and Southern Ukraine,UK imposes new sanctions on Russia amid Donbas conflict,UK imposes new sanctions against Russia amid referendums in Donetsk and Luhansk regions,"UK Imposes New Anti-Russian Sanctions Amid Referendums in Donetsk, Luhansk, Zaporizhzhia, and Kherson Regions"
ВЕСТИ_43192,"""Скоро будет пройдена определенная точка невозврата"" : так глава Крыма Сергей Аксенов отреагировал на референдумы в республиках Донбасса, Херсонской и Запорожской областях. По его мнению, жители этих регионов давно решили свою судьбу.  ""Обретение нового статуса для освобожденных территорий положит конец неопределенности. Они станут полноценными субъектами Российской Федерации. А мы фактически будем проводить уже не СВО, а контртеррористическую операцию на своих территориях"" , — добавил он в своем Telegram-канале. 

Аксенов также напомнил, что Крымский референдум был проведен по всем международным законам, без единой помарки и единого огреха, но так практически никем и не признан.

 @vestiru24 ",Sergei Aksyonov Says 'Point of No Return' Reached Following Referendums,Reactions to Referendums in Donbass and Southern Ukraine: Aksyonov's Viewpoint,Russian official says Crimea will be fully integrated into Russia after referendums in Donbass and other regions,"Krymskaya region: Sergey Aksenenko predicts the irreversible point after referendums in Donetsk People's Republic, Kherson and Zaporizhzhia regions",Sergey Aksyonov on Referendums in Donbas and Southern Ukraine Regions
ВЕСТИ_43209,"❗️В Херсонской области явка на референдуме по итогам четырех дней составила 63,58%, сообщает ЦИК.

 @vestiru24 ",Turnout in Kherson Region Reaches 63.58% During Referendum,"In the Kherson region, voter turnout on referendum reached 63.58% by the end of four days, reports the Central Election Commission.",Ukraine: Voter turnout in Zaporizhzhia region reaches 63.58% on referendum day,Voters turnout in Kherson region reached 63.58% after four days,Voter Turnout in Kherson Region Referendum
ВЕСТИ_43287,"Уже сейчас ясно, что подавляющее большинство людей поддержали вопрос о выходе из состава Украины и присоединении к России, сообщил глава военно-гражданской администрации Херсонской области Владимир Сальдо.

 @vestiru24 ",Vladimir Saldo Claims Overwhelming Support for Annexation by Russia,Reactions to the Referendum on Joining Russia in Ukraine,Ukraine Exit Poll Suggests Majority of Voters Support Annexation to Russia,Herson Region Head Says Majority Support Joining Russia,Majority in Kherson Region Support Separation from Ukraine and Joining Russia
ВЕСТИ_43300,"❗️ В Херсонской области за вхождение в Россию проголосовали 97,47% по итогам обработки 12% протоколов, следует из данных избиркомов.

 @vestiru24 ",High Percentage of Votes in Kherson Region Classified as Russian,"In the Kherson region, 97.47% voted for joining Russia after processing 12% of protocols",Ukraine: 97.47% of votes counted in Kherson region,"In the Kherson region, a staggering 97.47% voted to join Russia after processing only 12% of ballots",Over 97% in Kherson Region Voted for Joining Russia
ВЕСТИ_43312,"Совфед России 4 октября может рассмотреть вхождение ДНР, ЛНР, Запорожской и Херсонской областей в состав РФ при положительном исходе референдумов.  Об этом сообщила Валентина Матвиенко. 

 @vestiru24 ","Senate to Consider Inclusion of DNR, LPR, Zaporizhzhia and Kherson Regions into Russia on October 4th - Valentina Matviyenko","Russia's State Duma to Consider Admission of Donbass, Luhansk, Zaporizhzhia and Kherson Regions into Russia on October 4",NA,"Russia's Federal Council Considers Inclusion of Donetsk and Luhansk Regions, Zaporizhzhia and Kherson Oblasts in Russia","Russian Council of Federation to Consider Admission of Donetsk, Luhansk, Zaporizhzhia, and Kherson Regions into Russia"
ВЕСТИ_43325,"❗️ 96,75% жителей Херсонской области на участках в РФ проголосовали за присоединение  – данные избиркома после подсчета 100% голосов.

 @vestiru24 ",96.75% of Херson Oblast Residents Vote in Favor of Joining Russia - Election Commission Data After Counting 100% Votes,96.75% of Kherson Region Residents Voted for Annexation in Russia's Election,"Ukraine: 96.75% of voters in the Kherson region voted for joining Russia, says election commission",Overwhelming majority of residents in Kherson region voted for joining Russia - Data from the election commission after counting all votes,96.75% of residents in Kherson region voted for joining Russia
ВЕСТИ_43352,"❗️ По предварительным итогам обработки 100% протоколов, вхождение Херсонской области в состав РФ поддержали 87,05%.  Об этом сообщил избирком. 

 @vestiru24 ","Результаты референдума в Херсонской области: 87,05% поддержали вхождение в состав РФ",Herson Region's Entry into Russia Supported by 87.05% of Voters,Ukraine: 87.05% of voters in the Zaporizhzhia region support joining Russia,Preliminary Results: Majority Supports Inclusion of Kherson Region into Russia,Herson Region's Entry into Russia Supported by Majority
ВЕСТИ_43367,"Канада намерена ввести новые санкции против РФ из-за референдумов в Донбассе, Запорожской и Херсонской областях, сообщил премьер-министр Джастин Трюдо.

 @vestiru24 ",Canada to Impose New Sanctions on Russia Over Referendums,Canada to Introduce New Sanctions Against Russia Over Referendums in Donbass and Southern Ukraine,Canada to impose new sanctions on Russia over Donbass referendums,"Canada plans new sanctions against Russia over referendums in Donetsk, Zaporizhzhia and Kherson regions",Canada Plans New Sanctions Against Russia Over Referendums in Donbas and Southern Ukraine
ВЕСТИ_43381,"Херсонская область в ближайшие дни обратится к президенту РФ по итогам референдума, заявил замглавы ВГА Кирилл Стремоусов.  Он также добавил, что в области гривна выйдет из оборота в ближайшее время.

 @vestiru24 ","Kherson Region to Appeal to Putin After Referendum, Ruble to Exit Circulation",Kherson Region to Appeal to Russian President After Referendum,Herson Region to Report to Putin in Coming Days Over Referendum Results,Herzen State University Head Calls for Immediate Currency Exchange in Kherson Region,Kherson Region to Appeal to Russian President Following Referendum
ВЕСТИ_43400,"❗️ Глава Херсонской области Владимир Сальдо обратился к Путину с предложением о принятии региона в состав России.

 @vestiru24 ",Herson Oblast Head Offers to Join Russia,Herson Region Leader Appeals to Putin for Incorporation into Russia,Ukraine's Kherson Region Head Proposes Joining Russia to Putin,Herson Region Leader Vladimir Saldo Appeals to Putin for Annexation,Governor of Kherson Region Appeals to Putin for Annexation by Russia
ВЕСТИ_43409,"Референдумы в ДНР, ЛНР, Херсонской и Запорожской областях прошли при полной прозрачности и с соблюдением всех избирательных норм.  Об этом заявил на заседании Совета Безопасности ООН постоянный представитель России при всемирной организации Василий Небензя.  ""Знаю, что наши бывшие западные партнеры нас не услышат, точнее, сделают вид, что не услышали, однако скажу, что референдумы были проведены в условиях исключительной прозрачности и при полном соблюдении всех избирательных норм"" , - добавил он.

 @vestiru24 ",Russia Claims Referendums in Occupied Territories Were Transparent,"Russian Permanent Representative to the UN: Referendums in Donbas, Luhansk, and Southern Ukraine Held with Full Transparency",Russia claims referendums in Ukraine's Donbas and Zaporizhzhia regions were transparent,Russia: Reaffirmation of Referendums in Donetsk and Luhansk Regions,"Referendums in Donetsk, Luhansk, Kherson and Zaporizhzhia regions held with full transparency and adherence to electoral norms"
ВЕСТИ_43411,"⚡️ ""Для нас это большой праздник"" : так Владимир Корнилов прокомментировал прошедшие в ДНР, ЛНР, Херсонской и Запорожской областях референдумы по вопросу присоединения к России. В эфире программы ""60 минут"" эксперт отметил, что организаторы голосования совершили настоящий подвиг, ведь со стороны Украины звучали постоянные угрозы. "" Угрожали арестами, высылками и так далее "", – рассказал Корнилов.  

Смотрим  все выпуски программы ""60 минут""  на нашей платформе.

 @skabeeva   @vladivostok1978  
 @smotrim_ru ","For us, this is a big celebration","For us, it's a big celebration: Vladimir Kornilov comments on the referendums in DNR, LNR, Kherson and Zaporizhzhia regions",Russian Expert Commends Referendums in Donbass and Crimea as 'Big Holiday' ,"Vladimir Korniyov on Referendums in Donetsk, Luhansk, Kherson and Zaporizhzhia Regions: A 'Great Celebration' Amid Threats","Referendums in Donbas, Kherson, and Zaporizhzhia: A Significant Celebration"
ВЕСТИ_43414,"Глава Республики Крым Сергей Аксенов вручил российский паспорт заместителю главы ВГА Херсонской области Кириллу Стремоусову.   ""В трудное время Кирилл Сергеевич не побоялся взять на себя ответственность за регион и людей, в сложных обстоятельствах сохранил верную и твердую позицию. А сегодня стал гражданином нашей большой страны. Поздравляю от имени всех крымчан и желаю успехов в служении России"",  - написал Аксенов в своем Telegram-канале.

 @vestiru24 ",Sergei Aksyonov Awards Russian Passport to Kherson Deputy Head,Russian Citizenship for Heroic Ukrainian Official: Aksyonov Honors Stremoysky,Kremlin-backed official in Crimea gets Russian passport,Sergei Aksenenko hands over Russian passport to Kirill Stremousov,Sergey Aksyonov Presents Russian Passport to Kirill Stremousov
ВЕСТИ_43433,"Еврокомиссия разработала новые предложения по санкциям против России в связи с референдумами в ДНР, ЛНР, Херсонской и Запорожской областях.  Об этом сообщила Урсула фон дер Ляйен.

 @vestiru24 ",European Commission Announces New Sanctions Against Russia,EU Commission Proposes New Sanctions Against Russia Amid Referendums,EU proposes new sanctions against Russia over referendums in Donbass and Zaporizhzhia regions,European Commission Proposes New Sanctions Against Russia Over Referendums in Donetsk and Luhansk Regions,EU Commission Proposes New Sanctions Against Russia Over Referendums in Donbas and Southern Ukraine
ВЕСТИ_43441,"МИД РФ: результаты референдума говорят сами за себя – жители Донбасса, Херсонщины и Запорожья не хотят возвращаться к прежней жизни и сделали осознанный и свободный выбор в пользу России.

 ""Международные наблюдатели из Италии, ФРГ, Венесуэлы, Латвии и других стран (всего 133 человека), следившие за ходом референдумов, признали их итоги легитимными"" , – отметили в ведомстве. 

 @vestiru24 ",Russian Foreign Ministry: Results of the Referendum Speak for Themselves,MID РФ: Referendum Results Speak for Themselves - Donbass and Southern Ukraine Residents Choose Russia,"MFA Russia: Results of the Referendum Speak for Themselves - Residents of Donbass, Zaporizhzhia and Kherson Regions Made an Informed and Free Choice in Favor of Russia","Russia: Re-election Results Speak for Themselves - Residents of Donetsk People's Republic (DPR), Kherson Region and Zaporizhzhia Oblast Chose Russia",Russian Foreign Ministry: Referendum Results Speak for Themselves
ВЕСТИ_43454,"На адаптацию Херсонской области к российскому законодательству уйдет год,  сообщил глава правительства региона. Другие заявления: 

▪️Херсонская область после проведения референдума считает себя независимой.

▪️Украинский язык в Херсонской области будет использоваться наравне с русским.

 @vestiru24 ",Adaptation of Kherson Oblast to Russian Legislation to Take a Year - Governor,"Herson Region to Adapt to Russian Law in a Year, Governor Says","Herson Region Adapts to Russian Legislation, Claims Independence After Referendum","Herson Region's Adaptation to Russian Legislation Takes a Year, Says Head of Government",Adaptation of Kherson Region to Russian Legislation
ВЕСТИ_43470,"Украина де-факто прекратила свое существование, а Херсонская область становится полноценным субъектом РФ , заявил заместитель главы ВГА Херсонской области Кирилл Стремоусов.  ""В считаные десятки часов область станет субъектом РФ. Что будет далее с ней? Она будет развиваться. Пример тому есть: Республика Крым, которая за восемь лет расцвела и стала жемчужиной всей России"" , - отметил он в своем Telegram-канале.

 @vestiru24 ",Kirill Stremousov Claims Kherson Region is Becoming a Full-Fledged Russian Subject,"Ukraine De Facto Ceased to Exist, Herson Region Becomes Full-Fledged Subject of the Russian Federation",Ukraine de facto ceases to exist as Kherson Region becomes full-fledged subject of Russia,Ukraine de facto ceases to exist; Kherson region becomes a full-fledged subject of Russia,Kherson Region to Become a Full-Fledged Subject of the Russian Federation
ВЕСТИ_43490,"Депутаты от ЛНР, ДНР, Херсонской и Запорожской областей появятся в Думе после выборов в 2026 году , сообщил замглавы фракции ""Единая Россия"".

 @vestiru24 ","Deputies from LNR, DNR, Kherson and Zaporizhzhia Regions Will Appear in the Duma After Elections in 2026, Deputy Head of the United Russia Faction Said","Russian MPs from Donbas, Luhansk, Kherson and Zaporizhzhia to Appear in Duma after Elections in 2026",Deputies from Donbass and Crimea to enter State Duma after 2026 elections,"LPR, DPR deputies expected in Duma after elections","Deputies from LNR, DNR, Kherson and Zaporozhye regions to appear in the State Duma after 2026 elections"
ВЕСТИ_43517,"""Люди не хотят возвращаться к прежней жизни. Они достаточно настрадались. Они выстрадали свое будущее, они доказали, что имеют право на мирную жизнь"",  - так официальный представитель МИД РФ Мария Захарова прокомментировала референдумы в ДНР, ЛНР, Херсонской и Запорожской областях. Дипломат в эфире телеканала ""Россия 24"" указала, что люди на этих территориях  ""восстали против террора и развязанной киевским неонацистским режимом многолетней войны с собственным народом"".

 @vestiru24 ",Maria Zakharova on Referendums and 'Terror',People Don't Want to Return to the Past: Official Comment on Referendums,Russian Diplomat Maria Zakharova Comments on Referendums in Donbass and Other Regions,Russia's Foreign Minister on Referendums in Eastern Ukraine,Referendums in Donbas and Southern Ukraine: Russia's Perspective
ВЕСТИ_43523,"""Режим Зеленского и его американские кураторы не хотят принимать реальную действительность"",  - указала официальный представитель МИД РФ Мария Захарова, говоря о референдумах в ДНР, ЛНР, Херсонской и Запорожской областях. Дипломат подчеркнула, что  ""они цинично ставят под сомнение процедуру проведения плебисцита и его итоги, считают их ничтожными"".   ""Как там Зеленский говорил – не люди, а ""особи"", да? Поэтому волеизъявление тех самых, которых Зеленский называл ""особями"", ничтожно? Ну нет, это не так"",  - сказала Захарова в эфире телеканала ""Россия 24"".

 @vestiru24 ",Maria Zakharova Criticizes Zelensky and US for Questioning Referendums,Zelensky and His American Mentors Refuse to Accept Reality: Russian Foreign Ministry Spokesperson Maria Zakharova,"Zakharova: Kiev and its US patrons cynically question the legitimacy of referendums in Donbass, Kherson and Zaporizhzhia regions",Putin Condemns US Over Referendums in Donetsk and Luhansk Regions as 'Cynical',"Zelensky and U.S. Curators Deny Reality, Says Russian Diplomat"
ВЕСТИ_43573,"Владимир Путин подписал указы о признании Херсонской области и Запорожской области независимыми территориями.

 @vestiru24 ",Putin Signs Decrees Recognizing Kherson and Zaporizhzhia as Independent Territories,Vladimir Putin Signs Decrees Recognizing the Independence of Kherson and Zaporizhzhia Regions,Russian President Vladimir Putin signs decrees recognizing Ukrainian regions as independent territories,Putin signs decrees recognizing Kherson and Zaporizhzhia regions as independent territories,Putin Signs Decrees Recognizing Kherson and Zaporizhzhia Regions as Independent Territories
ВЕСТИ_43601,"В церемонии принятия новых субъектов в РФ примут участие главы ДНР и ЛНР, Херсонской области и Запорожья,  заявил Дмитрий Песков.

 @vestiru24 ",DPR and LPR Leaders to Attend Russian Integration Ceremony,Russian Ceremony to Accept New Subjects: Key Leaders Set to Participy,Russian President Dmitry Medvedev to attend ceremony of new subjects' admission in Russia,Heads of Donetsk and Luhansk People's Republics to Participate in Russia's New Subject Acceptance Ceremony,Ceremony for the Admission of New Subjects into Russia
ВЕСТИ_43613,"Историческое фото: главы ДНР, ЛНР, Запорожской и Херсонской областей прибыли в Кремль.  Главы регионов примут участие в церемонии подписания договоров о вступлении в состав РФ новых территорий.

 @vestiru24 ","DPR, LPR, Zaporizhzhia, and Kherson Oblast Leaders Arrive at the Kremlin","Historical Photo: Heads of DPR, LPR, Zaporizhzhia and Kherson Regions Arrive in the Kremlin",Ukrainian Regions Leaders Arrive at Kremlin for Signing of Treaties on Joining Russia,"Historical Photo: Heads of Donetsk, Luhansk Regions and Zaporizhzhia & Kherson Oblasts Arrive in the Kremlin","Leaders of Donetsk, Luhansk, Zaporizhzhia, and Kherson Regions Arrive in Kremlin for Treaty Signing Ceremony"
ВЕСТИ_43615,"❗️ Владимир Путин уведомил Госдуму о предложении ДНР, ЛНР, Херсонской и Запорожской областей войти в состав РФ , сообщил Володин.

 @vestiru24 ","Vladimir Putin has informed the Duma about the proposal to include DNR, LNR, Kherson and Zaporizhzhia regions in the Russian Federation, Speaker Volodin said.",Vladimir Putin Informs State Duma About Proposals to Incorporate Donbas Republics and Southern Ukrainian Regions into Russia,Russian President Vladimir Putin Proposes Integration of Donbass and Crimea Regions into Russia,Putin Announces Proposal for Donetsk and Luhansk Regions to Join Russia,"Putin Informs State Duma of Proposal from DPR, LPR, Kherson and Zaporizhzhia to Join Russia"
ВЕСТИ_43626,"Киев должен с уважением относиться к выбору ДНР, ЛНР, Запорожской и Херсонской областей, только таким может быть путь к миру,  заявил Владимир Путин.

Смотрим трансляцию прямо сейчас в нашем Telegram-канале:  t.me/vestiru24?livestream 

 @vestiru24 ","Putin Says Kyiv Must Respect the Choices of DPR, LPR, Zaporizhzhia and Kherson Regions","Kiev Should Respect the Choice of Donbas, Luhansk, Zaporizhzhia and Kherson Regions for Peace",Russia-Ukraine crisis: Live updates and latest news,"Kiev Must Respect the Choice of Donetsk and Luhansk Regions, Zaporizhzhia and Kherson Areas","Putin calls for respect towards the choices of Donetsk, Luhansk, Zaporizhzhia, and Kherson regions as a path to peace"
ВЕСТИ_43641,"""Хочу, чтобы меня услышали киевские власти и их реальные хозяева на Западе, чтобы это запомнили все. Люди, живущие в Луганске и Донецке, Херсоне и Запорожье, становятся нашими гражданами. Навсегда "", - заявил президент России Владимир Путин в ходе церемонии подписания договоров о вступлении в состав РФ новых территорий.

Смотрим трансляцию прямо сейчас в нашем Telegram-канале:  t.me/vestiru24?livestream 

 @smotrim_ru ",Putin's Speech on New Territories Joining Russia,I Want to Be Heard by Kyiv Authorities and Their Real Masters on the West,Russia's President Vladimir Putin says Ukraine must recognize Donbas and Crimea as part of Russia | News,Putin signs treaties integrating new territories into Russia,Putin declares new territories as Russian citizens
ВЕСТИ_43661,"❗️Путин и глава Херсонской области подписали договор о принятии региона в состав России.

 Смотрим трансляцию прямо сейчас в нашем Telegram-канале:  t.me/vestiru24?livestream 

 @vestiru24 ",Putin and Head of Kherson Oblast Sign Agreement on Region's Entry into Russia,Putin and Head of Kherson Region Sign Agreement on Annexation to Russia,Ukraine-Russia Conflict: Live Updates,Putin and the Head of Kherson Region Sign Agreement to Join Russia,Putin and Head of Kherson Region Sign Treaty on Joining Russia
ВЕСТИ_43663,"Владимир Путин и главы ДНР, ЛНР, Запорожской и Херсонской областей подписали договоры о принятии в состав России и образовании новых субъектов Федерации. И в конце все скандировали ""Россия! Россия!"".

 @vestiru24 ",Russian-backed officials sign agreements to join Russia,"Vladimir Putin and Leaders of Donbas, Luhansk, Zaporizhzhia, and Kherson Regions Sign Annexation Agreements",Russian President Vladimir Putin signs agreements with leaders of Donbas and Zaporizhzhia regions to join Russia,"Putin signs agreements with leaders of Donetsk, Luhansk regions and Zaporizhzhia & Kherson oblasts","Putin and Leaders of DPR, LPR, Zaporozhye, and Kherson Sign Treaties to Join Russia"
ВЕСТИ_43666,"Президент РФ вместе с главами ДНР, ЛНР, Запорожской и Херсонской областей подписали договоры о принятии новых территорий в состав РФ и образовании субъектов Федерации.  После подписания присутствующие начали скандировать ""Россия! Россия! Россия!"".

 СМОТРИМ полное видео подписания договоров о вступлении в состав РФ

 @smotrim_ru ",Full Video of Signing Agreements on Joining Russia,Full Video of the Signing Ceremony for Joining New Territories to Russia,"Russia Admits Annexation of Ukrainian Territories, Claims Sovereignty Over Crimea",Presidential Decree on the Integration of New Territories into Russia,Signing of Treaties on the Admission of New Territories into Russia
ВЕСТИ_43699,"""Дорогие друзья, спасибо вам за то, что вы нас поддерживаете"",  - сказал глава Херсонской области Владимир Сальдо со сцены митинга-концерта ""Выбор людей: Вместе навсегда!"".  ""Мы вместе всегда победим!""  – указал он.

 ➡️Прямая трансляция концерта на медиаплатформе ""Смотрим""

 @vestiru24 ",Vladimir Saldo's Speech at 'The Choice of People: Forever Together!' Concert,Huge Concert in Kherson: Saldo Expresses Confidence and Unity,Hersonskaya Oblast Head Vladimir Saldo Thanks Supporters at 'Choice of People: Together Forever!' Concert,Herson Region Head Vladimir Saldo Addresses Supporters at Concert,Together Forever: Concert and Rally in Kherson
ВЕСТИ_43704,"Владимир Путин: современная Россия предоставила людям, проживающим в ДНР, ЛНР, Запорожской и Херсонской областях, право выбора - они сделали выбор быть с Россией.

 ➡️Прямая трансляция концерта на медиаплатформе ""Смотрим""

 @vestiru24 ","Putin: People in Donbas, Zaporizhzhia, and Kherson Regions Have a Choice","Vladimir Putin: Modern Russia Provided People in Donbass, Luhansk, Zaporizhzhia and Kherson Regions with the Right to Choose - They Chose to Be With Russia","Vladimir Putin: Modern Russia Gave People in Donbass, Lugansk, Zaporizhzhia and Kherson Regions the Right to Choose",Putin: Modern Russia Provided People in Donetsk and Luhansk Regions the Right to Choose - They Chose to Stay with Russia,"Vladimir Putin: Modern Russia has given people in the DNR, LNR, Zaporozhye and Kherson regions the right to choose - they chose to be with Russia."
ВЕСТИ_43708,"""Современная Россия предоставила людям, проживающим в Луганской и Донецкой народных республиках, в Запорожье, в Херсоне право выбора. Люди пришли на референдум и сделали этот выбор - быть со своей исторической Родиной - с Россией!""  - заявил Владимир Путин на митинге-концерте  ""Выбор людей: Вместе навсегда!"" в Москве.

 ➡️Прямая трансляция концерта на медиаплатформе ""Смотрим""

 @vestiru24 ",Putin's Speech on Referendums and Concert,"Modern Russia Provided People in Luhansk, Donetsk Republics and Kherson with the Right to Choose",Russian President Vladimir Putin says people in Ukraine's Donbas region voted to join Russia,"Putin Attends Concert in Moscow, Calls for Unity with Russia",Putin's Statement on Referendum in Donbas and Southern Ukraine
ВЕСТИ_43722,"⚡️ Сергей Лавров спел гимн РФ на церемонии подписания договоров о вхождении ДНР, ЛНР, Запорожской и Херсонской областей в состав России.   ""Я очень люблю наш гимн, как и все, что символизирует нашу Родину, и когда такие моменты и ощущения гордости за свой народ... Ну, не знаю, как-то само собой произошло"",  - рассказал он автору и соведущему программы ""Москва. Кремль. Путин"" на телеканале ""Россия 1""  Павлу Зарубину . Не пропустите новый выпуск в воскресенье вечером на телеканале ""Россия 1""!

 Все подробности только на ""Смотрим"":  smotrim.ru/mkp 

 @smotrim_ru ",Sergei Lavrov Sang Russia's Anthem at Integration Ceremony,"Sergey Lavrov Sings Russia's Anthem at Signing Ceremony for Donbas, Luhansk, Zaporizhzhia and Kherson Regions' Annexation","Sergei Lavrov Spoke Russia's Anthem at Ceremony of Signing Treaties on Admission of Donbas, Zaporizhzhia and Kherson Regions to Russia",Sergei Lavrov Sings the Anthem of Russia at Ceremony Signing,Sergey Lavrov Sings Russian National Anthem at Treaty Signing Ceremony
ВЕСТИ_43724,"Кремль: Владимир Путин поговорил по телефону с королем Бахрейна Хамаду Бен Исе Аль Халифе, они обсудили двустороннее сотрудничество и взаимодействие по линии ШОС.

 ◽️Российский лидер информировал короля о подписании договоров о принятии ДНР, ЛНР, Запорожской и Херсонской областей в состав России. 
◽️Путин отметил, что Москва в случае заинтересованности Киева готова к возобновлению переговорного процесса.
◽️В разговоре также подтверждено переданное ранее приглашение королю посетить с визитом Россию.

 @vestiru24 ","Kremlin: Vladimir Putin spoke by phone with King Hamad bin Isa Al Khalifa, they discussed bilateral cooperation and interaction within the SCO.",Kremlin: Vladimir Putin Talks to Bahrain's King Hamad bin Isa Al Khalifa on Bilateral Cooperation and SCO Interaction,Russian President Vladimir Putin speaks with Bahrain's King Hamad bin Isa Al Khalifa over phone,"Putin Calls Bahrain King, Discusses SCO and Territorial Agreements",Putin Discusses Bilateral Cooperation with King of Bahrain
